,objid,ra,dec,g-i,u-g,u-z,g-z,g-r,concentration_index,photo_z,frac_dev,host_galaxy,distance,axis_ratio,category,radius,magnitude,u_mag,g_mag,i_mag,r_mag,z_mag,link
10,588017570847391905,188.8762385,12.64007674,0.939527,1.287144,2.395542,1.108398,0.63307,0.4619626908,0.059338,0.517415,NGC4552,15.33,0.999766,Known galaxies,20.20749017,-12.21088377,20.637041,19.349897,18.41037,18.716827,18.241499,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017570847391905
11,588017703471153243,188.9051994,12.38203978,1.160333,1.788476,3.253557,1.465081,0.765447,0.3577558606,0.044517,0.757839,NGC4552,15.33,0.8827,Known galaxies,313.0682543,-16.69749177,16.784142,14.995666,13.835333,14.230219,13.530585,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017703471153243
12,588017726012129348,187.3760394,7.99286113,1.192432,1.86068,3.352964,1.492284,0.785774,0.3497189518,0.038038,0.759826,NGC4472,17.14,0.771505,Known galaxies,495.920243,-17.21555809,16.60095,14.74027,13.547838,13.954496,13.247986,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017726012129348
13,588017726012129381,187.3958109,8.05800197,1.256372,2.009367,3.58402,1.574653,0.844076,0.3628924429,0.060326,0.809103,NGC4472,17.14,0.910708,Known galaxies,191.4190804,-15.99851509,18.024982,16.015615,14.759243,15.171539,14.440962,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017726012129381
14,588017729763213506,187.5752156,7.8402694,0.962132,1.64044,2.839617,1.199177,0.630636,0.351685703,0.055166,1.0,NGC4472,17.14,0.99947,Known galaxies,52.30395178,-12.58434309,20.856787,19.216347,18.254215,18.585711,18.01717,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017729763213506
15,588010360162091054,184.8461922,5.79484358,1.216826,1.938529,3.45396,1.515431,0.797185,0.3427191107,0.051896,0.83499,NGC4261,29.4,0.914087,Known galaxies,375.266909,-17.90581965,17.171631,15.233102,14.016276,14.435917,13.717671,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588010360162091054
16,587726032268951674,226.642798,1.55880052,1.283459,2.034717,3.671686,1.636969,0.845967,0.3585368461,0.05843,0.9552,NGC5846,28.5,0.777532,Known galaxies,196.1913409,-17.2632553,17.891653,15.856936,14.573477,15.010969,14.219967,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=587726032268951674
17,588017978351485028,171.2280698,38.77902608,1.240496,1.812065,3.356766,1.544701,0.837794,0.4523732849,0.055148,0.732797,NGC3665,26.3,0.939718,Known galaxies,49.80963152,-13.71045474,21.039183,19.227118,17.986622,18.389324,17.682417,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017978351485028
18,587737825146437662,142.40779228,62.54402639,1.23555,1.8699460000000006,3.4272539999999996,1.557307999999999,0.8566139999999987,0.329630917067758,0.060487,0.894855,NGC2880,21.3,0.780785,New Contaminant,461.4582197806874,-17.70338801719369,16.66507,14.795124,13.559574,13.93851,13.237816,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=587737825146437662
19,587739407305343109,148.40059657,29.42867732,0.8259879999999988,1.3598960000000027,2.391071,1.0311749999999975,0.5901199999999989,0.3504212308288623,0.029716,1.0,NGC3032,21.4,0.706115,New Contaminant,51.307239429503866,-14.109372866745955,19.492712,18.132816,17.306828,17.542696,17.101641,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=587739407305343109
20,587742013808967748,156.08465409,19.83592593,1.0055249999999987,1.5203520000000026,2.743164,1.2228119999999976,0.6835439999999977,0.3625290189538456,0.043712,1.0,NGC3226,22.9,0.873265,New Contaminant,85.97436238713473,-14.70442041169944,19.298653,17.778301,16.772776,17.094757,16.555489,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=587742013808967748
21,587741829653987361,157.11761499,22.80093785,1.2479970000000016,1.895491999999999,3.458392999999999,1.562901,0.8371810000000011,0.3473100005076512,0.049345,0.972702,NGC3248,24.6,0.867701,New Contaminant,462.7232470469866,-16.811135535516897,17.876213,15.980721,14.732724,15.14354,14.41782,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=587741829653987361
22,587735347491766449,162.28471487,13.23506993,0.8705089999999984,1.2328769999999984,2.3211689999999976,1.0882919999999991,0.5612339999999989,0.3654779632400363,0.056038,1.0,NGC3379,10.3,0.877694,New Contaminant,49.7986354865354,-12.31733712352586,19.54096,18.308083,17.437574,17.746849,17.219791,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=587735347491766449
23,587738409794011151,163.00135494,13.5235212,1.3073510000000006,1.8293169999999996,3.450671,1.6213540000000002,0.8820310000000013,0.4404410419222612,0.073053,0.554202,NGC3412,11.0,0.88553,New Contaminant,144.68312408698228,-13.517653425791128,19.400658,17.571341,16.26399,16.68931,15.949987,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=587738409794011151
24,587742775625711681,163.93171346,17.42808238,1.1724430000000012,1.9009520000000002,3.3356630000000003,1.434711,0.8049369999999989,0.4324858093777806,0.065404,0.752454,NGC3457,20.1,0.872016,New Contaminant,78.22108953205161,-14.151358287102443,20.070511,18.169559,16.997116,17.364622,16.734848,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=587742775625711681
25,588017721180946549,181.96228248,42.57187308,1.2278720000000014,1.891850999999999,3.4511210000000005,1.5592700000000015,0.8292480000000015,0.3263815862441601,0.047407,0.85244,NGC4111,14.6,0.870668,New Contaminant,415.2701162448637,-16.464980278922184,17.077883,15.186032,13.95816,14.356784,13.626762,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017721180946549
26,588017949350953038,181.43060462,43.21170346,1.0412490000000005,1.594183000000001,2.867827000000002,1.2736440000000009,0.7141079999999995,0.3681620114224127,0.048984,0.978956,NGC4111,14.6,0.860043,New Contaminant,75.4597565440212,-13.326958278922184,19.803097,18.208914,17.167665,17.494806,16.93527,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017949350953038
27,587741602568798329,184.54470297,28.04179965,1.3042560000000005,1.9491230000000002,3.5423880000000008,1.5932650000000006,0.8807320000000018,0.3656204807998648,0.0672,0.85411,NGC4251,19.1,0.963531,New Contaminant,351.2738750308887,-16.057411836238636,18.17761,16.228487,14.924231,15.347755,14.635222,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=587741602568798329
28,587742954397696112,186.00215918,4.90924152,0.9631059999999998,1.6925430000000006,2.8824710000000024,1.1899280000000019,0.6635589999999993,0.3935146049236718,0.066094,0.96501,NGC4324,16.5,0.697894,New Contaminant,47.786907087979074,-13.785089721069532,19.658432,17.965889,17.002783,17.30233,16.775961,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=587742954397696112
29,588017566564024346,186.13702745,12.70530207,1.1661029999999997,1.824645000000002,3.2882440000000024,1.4635990000000003,0.7723199999999988,0.3707000702585689,0.039229,0.92461,NGC4374,18.5,0.859302,New Contaminant,258.39600826483843,-16.378267642015068,17.554556,15.729911,14.563808,14.957591,14.266312,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017566564024346
30,587735347502645268,187.81240241,14.1966502,1.2324859999999997,1.857314999999998,3.3978699999999993,1.5405550000000012,0.8011110000000006,0.3298329128240526,0.054117,0.957335,NGC4474,15.6,0.905302,New Contaminant,341.6049539851829,-16.746986991772307,16.877062,15.019747,13.787261,14.218636,13.479192,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=587735347502645268
31,588017702396952734,187.82048277,11.60931908,1.2634209999999992,1.8975280000000012,3.4383289999999995,1.5408009999999983,0.841939,0.4326114350644859,0.050767,0.719224,NGC4503,16.5,0.922964,New Contaminant,465.9638861202236,-15.191037721069534,18.635849,16.738321,15.4749,15.896382,15.19752,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017702396952734
32,587734892220383297,189.5411424,9.49733936,1.1387349999999987,1.7181510000000024,3.151071,1.4329199999999975,0.767357999999998,0.3492676309519436,0.043984,0.828311,NGC4578,16.3,0.924613,New Contaminant,410.6449541135769,-15.68300002201979,17.863447,16.145296,15.006561,15.377938,14.712376,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=587734892220383297
33,587734892220383322,189.59330466,9.52832462,1.200356000000001,1.8746019999999977,3.399435999999998,1.5248340000000002,0.8087850000000003,0.3485105104943015,0.04313,0.888419,NGC4578,16.3,0.913426,New Contaminant,348.9611511362398,-16.522359022019792,17.221966,15.347364,14.147008,14.538579,13.82253,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=587734892220383322
34,588017725476765851,190.88775426,7.54729767,1.0565460000000009,1.5660869999999996,2.8953169999999986,1.329229999999999,0.682658,0.3217105278894057,0.059358,1.0,NGC4623,17.4,0.878035,New Contaminant,107.4470938752887,-13.680171241412996,19.77132,18.205233,17.148687,17.522575,16.876003,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017725476765851
35,588017702399180871,192.98106391,11.42285329,1.1746850000000002,1.8974169999999972,3.332438,1.4350210000000025,0.8032339999999998,0.4295973241338833,0.063937,0.849057,NGC4733,14.5,0.935717,New Contaminant,60.5850773495341,-13.496495011174876,20.010996,18.113579,16.938894,17.310345,16.678558,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017702399180871
