,name,ra,dec,velocity,redshift,flag
0,WISEA J094530.86-000643.6,146.3786,-0.11214,--,--,
1,WISEA J094557.73-002209.6,146.49055,-0.36933,36919.0,0.123149,SPEC
2,NVSS J094504-001345,146.26667,-0.22931,--,--,
3,WISEA J094504.54-001343.5,146.26868,-0.22856,149201.0,0.49768,SPEC
4,WISEA J094527.70-002036.7,146.36542,-0.34355,15734.0,0.052484,SPEC
5,SDSS J094619.49-002250.2,146.58121,-0.38061,--,--,
6,WISEA J094619.63-002248.6,146.58187,-0.38019,--,--,
7,WISEA J094507.24-002424.9,146.2802,-0.40696,18995.0,0.06336,SPEC
8,SDSS J094645.08-001721.4,146.68786,-0.28929,--,--,
9,WISEA J094645.10-001723.1,146.68805,-0.28984,--,--,
10,WISEA J094650.10-001924.8,146.70882,-0.32357,--,--,
11,SDSS J094641.92-001759.1,146.67467,-0.29975,--,--,
12,WISEA J094642.36-001756.4,146.67655,-0.2988,--,--,
13,SDSS J094642.87-001758.1,146.67863,-0.29949,--,--,
14,WISEA J094500.40-002826.6,146.25164,-0.47415,--,--,
15,WISEA J094527.62-003353.8,146.36506,-0.56514,--,--,
16,WISEA J094631.11-002756.2,146.62963,-0.46566,26785.0,0.089345,SPEC
17,WISEA J094630.26-002805.9,146.62636,-0.46859,--,--,
18,WISEA J094634.34-002525.8,146.64311,-0.42384,--,--,
19,WISEA J094634.96-002524.4,146.64568,-0.42359,--,--,
20,WISEA J101234.38+431321.6,153.14322,43.22269,--,--,
21,SDSS J101153.94+431248.5,152.97478,43.21348,--,--,
22,WISEA J101154.04+431253.6,152.97521,43.21506,--,--,
23,WISEA J101234.58+431543.4,153.14405,43.26191,--,--,
24,WISEA J101326.74+431019.0,153.36149,43.17191,--,--,
25,SDSS J101334.97+425910.8,153.39571,42.98636,--,--,
26,WISEA J101335.10+425907.9,153.39614,42.9855,28615.0,0.09545,SPEC
27,WISEA J101312.68+431715.2,153.3028,43.28777,--,--,
28,WISEA J101324.00+431558.5,153.34998,43.26625,--,--,
29,WISEA J101313.00+431353.1,153.30417,43.23135,--,--,
30,WISEA J101313.99+431708.3,153.30846,43.28569,--,--,
31,WISEA J101259.61+431627.8,153.24837,43.27439,--,--,
32,SDSS J101259.95+431620.4,153.24981,43.27235,--,--,
33,WISEA J101300.02+431635.8,153.25008,43.27663,--,--,
34,WISEA J101333.94+431819.7,153.39143,43.30548,--,--,
35,WISEA J101334.34+431810.8,153.393,43.303,--,--,
36,WISEA J111328.68+091255.4,168.3695,9.21542,21655.0,0.072234,SPEC
37,WISEA J111146.73+085418.7,167.94473,8.90519,21285.0,0.070999,SPEC
38,WISEA J111228.69+084748.2,168.11954,8.79671,24994.0,0.083371,SPEC
39,WISEA J111257.82+084808.1,168.24097,8.8022,--,--,
40,WISEA J111259.22+091833.3,168.24682,9.30927,--,--,
41,SDSS J111321.74+091547.3,168.34059,9.26315,--,--,
42,WISEA J111322.26+091541.3,168.34275,9.26147,35548.0,0.118575,SPEC
43,SDSS J111322.78+091543.3,168.34494,9.26204,--,--,
44,WISEA J111223.28+084418.5,168.09705,8.73845,24796.0,0.082709,SPEC
45,WISEA J111222.59+090947.9,168.09421,9.16326,--,--,
46,WISEA J111242.93+084331.1,168.17894,8.72527,27292.0,0.091036,SPEC
47,WISEA J111228.06+090100.2,168.11706,9.01635,--,--,
48,WISEA J111303.86+090615.1,168.26615,9.10423,--,--,
49,WISEA J111309.93+090654.8,168.29136,9.11528,--,--,
50,NSC J111308+090446,168.28371,9.07953,85111.0,0.2839,PHOT
51,GALEXMSC J111308.21+090448.7,168.28422,9.08022,--,--,
52,WISEA J111308.26+090449.3,168.28442,9.08036,--,--,
53,SDSS J111308.78+090449.8,168.28661,9.08051,--,--,
54,SDSS J111146.21+085320.8,167.94255,8.88913,--,--,
55,WISEA J111146.72+085324.4,167.94464,8.89013,--,--,
56,WISEA J111200.77+085000.8,168.00322,8.83355,--,--,
57,WISEA J111208.22+084420.2,168.03429,8.73893,25004.0,0.083406,SPEC
58,SDSS J111227.42+084632.8,168.11427,8.77578,--,--,
59,WISEA J111227.58+084637.7,168.11498,8.77727,--,--,
60,WISEA J111344.96+084956.4,168.43735,8.83237,37805.0,0.126104,SPEC
61,WISEA J111125.18+091214.5,167.85499,9.20403,--,--,
62,WISEA J111214.70+091141.1,168.06131,9.19464,--,--,
63,WISEA J111306.65+091316.7,168.27772,9.22132,--,--,
64,NVSS J111306+091313,168.27821,9.2205,--,--,
65,WISEA J111224.85+084325.4,168.1036,8.72373,25232.0,0.084166,SPEC
66,MSPM 06369,168.1036,8.7237,24991.0,0.08336,
67,WISEA J111305.17+084422.6,168.27154,8.73961,22194.0,0.074032,SPEC
68,WISEA J111203.95+090014.9,168.01656,9.00432,--,--,
69,AT 2017dnb,168.33187,9.02252,--,--,
70,WISEA J111319.84+090121.1,168.33269,9.02257,24266.0,0.080941,SPEC
71,WISEA J111326.39+090552.4,168.36005,9.09794,--,--,
72,WISEA J111316.19+090626.6,168.31746,9.10739,--,--,
73,WISEA J111248.17+092357.0,168.20074,9.39919,20658.0,0.068908,SPEC
74,WISEA J114026.18+090501.4,175.10914,9.0837,22925.0,0.076469,SPEC
75,WISEA J114026.73+090502.4,175.11157,9.08401,--,--,
76,SDSS J114021.02+090611.1,175.08761,9.10309,--,--,
77,WISEA J114021.53+090611.5,175.09002,9.10315,--,--,
78,WISEA J114021.29+085307.5,175.08873,8.88536,23007.0,0.076742,SPEC
79,SDSS J113950.07+085913.1,174.95863,8.98698,--,--,
80,WISEA J113950.30+085919.8,174.95961,8.98874,--,--,
81,WISEA J114044.68+085810.8,175.18623,8.96965,24600.0,0.082056,SPEC
82,WISEA J113923.24+090526.6,174.84676,9.09061,--,--,
83,WISEA J113942.25+090805.4,174.92611,9.13481,38775.0,0.129339,SPEC
84,WISEA J114004.99+090734.5,175.02087,9.1262,--,--,
85,SDSS J114002.31+090751.6,175.00965,9.13102,--,--,
86,WISEA J114002.39+090755.0,175.00996,9.13195,--,--,
87,WISEA J113950.66+085627.8,174.9611,8.94102,--,--,
88,WISEA J114044.80+085600.5,175.1867,8.93343,--,--,
89,SDSS J114007.39+084316.3,175.03081,8.72122,--,--,
90,SDSS J114008.01+084316.1,175.03338,8.72116,--,--,
91,WISEA J114031.33+084348.9,175.13057,8.73012,--,--,
92,WISEA J113931.28+090109.2,174.88038,9.0192,--,--,
93,WISEA J114021.14+091221.5,175.08812,9.20596,--,--,
94,WISEA J113922.80+085552.6,174.84501,8.93127,31075.0,0.103656,SPEC
95,WISEA J113926.96+085635.9,174.86239,8.94321,--,--,
96,WISEA J113927.31+085639.2,174.86382,8.94424,--,--,
97,SDSS J113927.42+085636.1,174.86427,8.94337,--,--,
98,SDSS J113926.63+085652.5,174.86099,8.94793,--,--,
99,SDSS J113926.92+085649.1,174.86219,8.94698,--,--,
100,WISEA J113927.39+090014.2,174.86416,9.00387,31300.0,0.104404,SPEC
101,WISEA J113938.88+085259.8,174.91216,8.88313,--,--,
102,WISEA J113940.61+085455.1,174.91931,8.91513,--,--,
103,WISEA J113953.26+084916.2,174.97194,8.82118,--,--,
104,SDSS J113953.44+084912.2,174.97267,8.82008,--,--,
105,WISEA J114056.17+084859.7,175.23412,8.81665,--,--,
106,WISEA J114107.15+085856.2,175.27986,8.98226,--,--,
107,SDSS J114102.54+085502.6,175.2606,8.9174,--,--,
108,WISEA J114102.92+085508.6,175.26222,8.91909,--,--,
109,WISEA J114108.42+090001.0,175.28497,9.00013,--,--,
110,SDSS J114108.59+090002.5,175.28581,9.00071,--,--,
111,WISEA J114048.99+084704.7,175.20415,8.78462,--,--,
112,MSPM 08376,174.8412,9.1137,31190.0,0.10404,
113,WISEA J113921.89+090649.6,174.84124,9.11374,31330.0,0.104504,SPEC
114,WISEA J114119.39+090703.4,175.33078,9.11787,--,--,
115,WISEA J113922.67+085320.2,174.84451,8.88893,--,--,
116,WISEA J113922.97+085311.4,174.84573,8.88652,--,--,
117,WISEA J114108.22+084841.9,175.28424,8.81161,25195.0,0.084042,SPEC
118,WISEA J114111.86+085233.2,175.2995,8.87586,--,--,
119,WISEA J114106.53+084857.8,175.27723,8.81597,--,--,
120,SDSS J114022.20+091730.6,175.0925,9.29185,--,--,
121,WISEA J114022.29+091732.6,175.09299,9.29256,--,--,
122,WISEA J122158.45+053730.7,185.49355,5.62551,--,--,
123,WISEA J122121.89+054317.3,185.34112,5.72152,--,--,
124,GALEXMSC J122122.16+054320.8,185.34237,5.72245,--,--,
125,WISEA J122126.63+054830.9,185.36099,5.80858,--,--,
126,WISEA J122054.61+054857.7,185.2276,5.81602,28694.0,0.095714,SPEC
127,WISEA J122140.64+055637.2,185.41922,5.94404,--,--,
128,WISEA J122127.62+054852.2,185.36505,5.81451,--,--,
129,SDSS J122128.22+054850.4,185.3676,5.81401,--,--,
130,WISEA J122125.75+054834.5,185.35731,5.80965,--,--,
131,WISEA J122147.47+054317.8,185.44782,5.72156,--,--,
132,WISEA J122123.62+054845.1,185.34849,5.81287,--,--,
133,WISEA J122144.48+054130.9,185.4353,5.69177,--,--,
134,WISEA J122147.82+054112.7,185.44965,5.68736,--,--,
135,WISEA J122156.12+054919.0,185.48393,5.822,--,--,
136,WISEA J122156.70+054923.3,185.48628,5.82314,--,--,
137,WISEA J122225.50+054759.4,185.60627,5.79985,--,--,
138,SDSS J122225.75+054805.4,185.60731,5.80152,--,--,
139,2MASS J12210386+0547589,185.2662,5.79969,--,--,
140,WISEA J122104.24+054802.9,185.26769,5.80083,--,--,
141,SDSS J122104.32+054803.8,185.26801,5.80107,36396.0,0.121403,SPEC
142,WISEA J122113.04+054725.3,185.3044,5.79041,--,--,
143,SDSS J122113.46+054718.6,185.30612,5.78852,--,--,
144,WISEA J122040.86+054522.6,185.17036,5.7563,--,--,
145,WISEA J122051.01+054419.0,185.21254,5.73861,--,--,
146,SDSS J122145.45+053403.2,185.43941,5.56758,--,--,
147,WISEA J122146.08+053401.0,185.4421,5.56693,--,--,
148,SDSS J122102.61+053446.0,185.2609,5.57947,--,--,
149,WISEA J122102.67+053447.8,185.26116,5.57996,--,--,
150,WISEA J122102.95+053438.2,185.2624,5.57727,--,--,
151,WISEA J122050.55+055126.6,185.21073,5.85744,--,--,
152,WISEA J122141.13+055421.2,185.42141,5.90591,--,--,
153,WISEA J143016.52+025002.4,217.56887,2.83389,33172.0,0.11065,SPEC
154,SDSS J143016.74+025007.2,217.56975,2.83535,--,--,
155,SDSS J143152.88+025758.1,217.97037,2.96615,--,--,
156,WISEA J143153.01+025754.3,217.97091,2.96498,25734.0,0.085838,SPEC
157,SDSS J143139.97+030149.0,217.91658,3.0303,--,--,
158,WISEA J143140.28+030154.1,217.91778,3.03167,45772.0,0.152678,SPEC
159,SDSS J143140.48+030146.6,217.91871,3.02962,--,--,
160,SDSS J143219.90+030302.5,218.08292,3.0507,--,--,
161,WISEA J143220.10+030309.9,218.08379,3.05288,--,--,
162,WISEA J143058.53+024700.7,217.7439,2.78357,--,--,
163,WISEA J143203.05+024207.5,218.01269,2.70213,--,--,
164,WISEA J143033.97+030543.8,217.64137,3.09558,--,--,
165,WISEA J143230.78+030633.8,218.12822,3.10949,--,--,
166,WISEA J143038.23+031157.3,217.65924,3.19925,26040.0,0.08686,SPEC
167,SDSS J143038.57+031148.8,217.66072,3.1969,--,--,
168,WISEA J143109.53+031720.3,217.78975,3.28896,32839.0,0.109538,SPEC
169,SDSS J143034.02+024522.2,217.64179,2.75618,--,--,
170,WISEA J143034.11+024512.8,217.64218,2.75375,176215.0,0.587789,SPEC
171,WISEA J143114.66+025213.1,217.81101,2.87,--,--,
172,WISEA J143135.13+025038.3,217.89638,2.84397,--,--,
173,SDSS J143136.42+025047.6,217.90176,2.84657,--,--,
174,WISEA J143136.63+025056.9,217.90263,2.84916,25811.0,0.086096,SPEC
175,WISEA J143230.45+024759.6,218.12694,2.79992,--,--,
176,WISEA J143147.08+030746.4,217.94618,3.12957,--,--,
177,WISEA J143201.30+030030.7,218.0054,3.00856,--,--,
178,WISEA J143043.15+031151.9,217.67983,3.19775,--,--,
179,WISEA J143043.66+031149.2,217.68183,3.19706,8028.0,0.026777,SPEC
180,WISEA J143112.55+031809.2,217.80229,3.30255,26102.0,0.087068,SPEC
181,WISEA J143115.15+031647.2,217.81314,3.27975,32918.0,0.109803,SPEC
182,WISEA J143133.05+031835.6,217.88773,3.30987,--,--,
183,WISEA J143207.23+031614.5,218.03014,3.27069,27603.0,0.092075,SPEC
184,WISEA J143222.09+031447.3,218.09208,3.24652,--,--,
185,WISEA J123953.59+125940.9,189.97333,12.99471,--,--,
186,SDSS J123954.06+125938.2,189.97528,12.99396,--,--,
187,SDSS J123954.11+125950.8,189.97548,12.99745,--,--,
188,SDSS J123954.22+125942.7,189.97594,12.99522,--,--,
189,WISEA J123934.51+125831.8,189.89377,12.97551,--,--,
190,SDSS J123922.47+125710.8,189.84366,12.953,--,--,
191,WISEA J123945.14+125041.2,189.93806,12.84481,--,--,
192,WISEA J124011.99+125148.5,190.05041,12.86314,--,--,
193,[JPB2009] J190.052205+12.86186,190.05221,12.86186,--,--,
194,WISEA J123905.66+125556.5,189.77346,12.9322,--,--,
195,SDSS J123907.65+125832.9,189.78189,12.97582,--,--,
196,WISEA J124026.41+125915.2,190.10993,12.98752,--,--,
197,WISEA J123929.68+124909.6,189.87331,12.81981,--,--,
198,SDSS J123924.66+130901.3,189.85276,13.15038,--,--,
199,WISEA J123949.88+131038.6,189.95806,13.17742,--,--,
200,WISEA J123952.31+130719.6,189.96796,13.12211,--,--,
201,SDSS J123952.48+130719.9,189.9687,13.1222,--,--,
202,WISEA J022740.07-011104.5,36.91697,-1.18474,32536.0,0.10853,SPEC
203,SSTSL2 J022818.73-010200.0,37.07807,-1.03334,--,--,
204,WISEA J022818.85-010205.2,37.07857,-1.0348,27346.0,0.091215,SPEC
205,SSTSL2 J022819.21-010158.1,37.08007,-1.03281,--,--,
206,GALEXMSC J022656.90-010533.1,36.73712,-1.09255,--,--,
207,WISEA J022657.45-010531.8,36.73943,-1.0922,28848.0,0.096226,SPEC
208,WISEA J022746.31-011003.0,36.94308,-1.16756,21821.0,0.072786,SPEC
209,WISEA J022818.27-011252.0,37.07617,-1.21447,20527.0,0.068471,SPEC
210,WISEA J022657.61-010413.0,36.74009,-1.07029,--,--,
211,SN 2020afo,36.87973,-1.11158,--,--,
212,WISEA J022731.17-010637.0,36.87999,-1.11037,25671.0,0.085629,SPEC
213,SDSS J022731.32-010641.8,36.88051,-1.11163,--,--,
214,SDSS J022731.46-010636.8,36.8811,-1.11025,--,--,
215,WISEA J022749.04-011035.0,36.95433,-1.17639,21838.0,0.072843,SPEC
216,2MASS J02275191-0109082,36.96625,-1.15231,21275.0,0.070967,SPEC
217,WISEA J022751.97-010908.7,36.96655,-1.15244,--,--,
218,WISEA J022752.51-010909.9,36.96879,-1.15278,21073.0,0.070291,SPEC
219,WISEA J022752.72-010906.3,36.9697,-1.15176,--,--,
220,SSTSL2 J022753.57-010848.6,36.97325,-1.14686,--,--,
221,SSTSL2 J022753.58-010845.6,36.97329,-1.14601,--,--,
222,WISEA J022753.90-010853.2,36.97462,-1.14814,21286.0,0.071004,SPEC
223,SSTSL2 J022751.49-011008.9,36.96458,-1.16914,--,--,
224,WISEA J022751.96-011009.8,36.96652,-1.16944,21135.0,0.070499,SPEC
225,SDSS J022711.47-005647.3,36.79782,-0.94648,--,--,
226,SDSS J022711.77-005641.0,36.79907,-0.94473,--,--,
227,WISEA J022712.00-005641.0,36.80002,-0.94474,--,--,
228,2MASS J02271212-0056414,36.80048,-0.94468,--,--,
229,WISEA J022729.52-005215.8,36.87298,-0.87106,17688.0,0.059,SPEC
230,WISEA J022738.27-005144.0,36.90949,-0.86224,28922.0,0.096473,SPEC
231,2MASS J02273849-0051559,36.91041,-0.86559,29345.0,0.097885,SPEC
232,SDSS J022738.96-005151.0,36.91237,-0.86417,--,--,
233,SDSS J022803.09-005235.4,37.01291,-0.87651,--,--,
234,WISEA J022803.72-005237.7,37.01555,-0.87716,25603.0,0.085404,SPEC
235,WISEA J022717.99-011222.3,36.82499,-1.20625,20993.0,0.070025,SPEC
236,GALEXMSC J022718.41-011222.0,36.82675,-1.20613,--,--,
237,WISEA J022727.57-010330.8,36.86491,-1.05859,37616.0,0.125472,SPEC
238,WISEA J022752.52-011103.6,36.96883,-1.18435,21446.0,0.071537,SPEC
239,SSTSL2 J022753.58-010956.3,36.97327,-1.16566,--,--,
240,SDSS J022753.81-010950.8,36.97423,-1.16412,--,--,
241,WISEA J022753.77-010959.1,36.97425,-1.16656,21846.0,0.072869,SPEC
242,WISEA J022754.81-010454.0,36.9783,-1.08172,20855.0,0.069566,SPEC
243,WISEA J022755.41-010530.3,36.98089,-1.09167,20494.0,0.068362,SPEC
244,GALEXMSC J022755.56-010531.8,36.9815,-1.09219,--,--,
245,SDSS J022755.71-010535.0,36.98215,-1.09307,--,--,
246,WISEA J022758.16-010757.4,36.99253,-1.13267,21317.0,0.071105,SPEC
247,WISEA J022758.58-010758.6,36.99411,-1.13296,--,--,
248,WISEA J022754.83-010731.9,36.97847,-1.12558,--,--,
249,SSTSL2 J022823.94-010901.9,37.09975,-1.15054,--,--,
250,WISEA J022824.58-010859.2,37.1024,-1.14984,21117.0,0.070439,SPEC
251,SSTSL2 J022824.93-010855.9,37.10389,-1.14889,--,--,
252,SSTSL2 J022825.03-010904.9,37.10432,-1.15139,--,--,
253,WISEA J022825.74-005836.1,37.10731,-0.97667,45698.0,0.152431,SPEC
254,WISEA J022633.90-010628.3,36.64126,-1.10787,28808.0,0.096094,SPEC
255,WISEA J022634.30-010631.8,36.64294,-1.10884,--,--,
256,SDSS J022705.13-010407.7,36.7714,-1.06882,--,--,
257,WISEA J022705.52-010405.4,36.773,-1.0682,29055.0,0.096917,SPEC
258,WISEA J022808.12-010625.7,37.03383,-1.10714,20472.0,0.068288,SPEC
259,SDSS J022807.89-011047.1,37.03288,-1.17977,--,--,
260,GALEXMSC J022808.38-011043.2,37.03495,-1.17868,--,--,
261,WISEA J022808.56-011047.4,37.03562,-1.17987,20548.0,0.06854,SPEC
262,WISEA J022813.72-010520.2,37.05719,-1.08898,20317.0,0.067771,SPEC
263,GALEXMSC J022813.95-010515.8,37.05816,-1.08774,--,--,
264,WISEA J022843.45-011059.3,37.1811,-1.18318,21273.0,0.070959,SPEC
265,SSTSL2 J022843.44-010834.1,37.18102,-1.14283,--,--,
266,WISEA J022843.53-010835.2,37.18166,-1.14337,--,--,
267,WISEA J025131.56-014039.4,42.88153,-1.67763,--,--,
268,WISEA J025036.32-015221.3,42.65099,-1.8726,61857.0,0.206334,SPEC
269,WISEA J025015.39-014846.0,42.56416,-1.8128,--,--,
270,WISEA J025045.10-014809.8,42.68792,-1.80275,--,--,
271,WISEA J025045.54-014814.7,42.68976,-1.80411,--,--,
272,WISEA J025040.87-015125.0,42.67032,-1.85697,--,--,
273,WISEA J025105.85-014836.8,42.77441,-1.81023,--,--,
274,WISEA J025055.08-013904.9,42.72942,-1.65142,--,--,
275,WISEA J025056.77-013901.1,42.73646,-1.65041,--,--,
276,WISEA J025111.19-014142.2,42.79665,-1.69508,--,--,
277,WISEA J025000.02-015242.5,42.5001,-1.87848,--,--,
278,WISEA J025012.71-015220.3,42.55299,-1.87233,--,--,
279,WISEA J025103.52-015024.6,42.76455,-1.84014,--,--,
280,WISEA J025112.03-013909.4,42.80001,-1.65244,--,--,
281,WISEA J025126.74-014017.9,42.86144,-1.67165,--,--,
282,WISEA J025120.71-014945.3,42.83633,-1.82927,--,--,
283,WISEA J024948.40-014005.2,42.4517,-1.66812,--,--,
284,WISEA J025002.49-013947.3,42.5104,-1.66316,--,--,
285,WISEA J044811.18-052637.0,72.04663,-5.44361,--,--,
286,WISEA J044801.70-051447.9,72.00711,-5.24665,--,--,
287,WISEA J044759.26-053519.4,71.99692,-5.58881,19581.0,0.065315,PHOT
288,WISEA J044809.65-052530.5,72.04022,-5.42514,--,--,
289,WISEA J044803.94-052908.2,72.01646,-5.48563,--,--,
290,WISEA J044819.47-052330.4,72.08105,-5.3918,--,--,
291,WISEA J044813.54-052117.3,72.05642,-5.35481,--,--,
292,WISEA J044830.05-052855.6,72.12523,-5.48213,--,--,
293,WISEA J044820.09-052113.6,72.08375,-5.3538,--,--,
294,WISEA J044831.91-053715.0,72.13296,-5.62081,17514.0,0.058421,PHOT
295,WISEA J044812.31-051616.9,72.05129,-5.27133,--,--,
296,WISEA J044753.22-053621.0,71.97167,-5.60591,--,--,
297,WISEA J044735.91-053304.0,71.89963,-5.55112,--,--,
298,WISEA J044801.55-053434.2,72.00648,-5.57617,--,--,
299,WISEA J044801.82-053431.4,72.0075,-5.57564,14075.0,0.04695,PHOT
300,WISEA J044754.41-052443.3,71.97683,-5.41212,--,--,
301,WISEA J044757.79-052843.7,71.9908,-5.47881,--,--,
302,WISEA J044757.80-052834.1,71.99087,-5.47615,--,--,
303,WISEA J044851.62-052820.5,72.21525,-5.47228,26944.0,0.089876,PHOT
304,WISEA J044852.14-052818.6,72.21724,-5.47199,--,--,
305,WISEA J044844.69-052431.4,72.18624,-5.40875,--,--,
306,WISEA J044842.46-052500.9,72.17694,-5.41693,--,--,
307,WISEA J075710.99+234721.0,119.2958,23.78919,--,--,
308,SDSS J075711.01+234722.9,119.29591,23.78971,--,--,
309,WISEA J075747.29+235925.0,119.44707,23.99032,27829.0,0.092826,SPEC
310,SDSS J075734.95+233821.8,119.39566,23.6394,--,--,
311,WISEA J075735.01+233816.1,119.39593,23.63783,--,--,
312,WISEA J075759.56+234430.5,119.49818,23.7418,22281.0,0.074321,SPEC
313,SDSS J075648.79+233259.7,119.2033,23.54992,--,--,
314,WISEA J075628.84+233920.1,119.12028,23.65561,--,--,
315,SDSS J075740.49+233659.2,119.41873,23.61647,--,--,
316,WISEA J075740.99+233654.3,119.42081,23.6151,33985.0,0.113362,SPEC
317,WISEA J081737.43+582722.5,124.40595,58.45622,7335.0,0.024467,SPEC
318,SBS 0816+581,125.03242,58.03391,7859.0,0.026214,SPEC
319,WISEA J082230.71+571902.4,125.62789,57.31734,16749.0,0.055869,PHOT
320,WISEA J082248.31+581509.4,125.70156,58.25253,--,--,
321,WISEA J081351.69+575045.9,123.46527,57.84609,25326.0,0.084479,SPEC
322,WISEA J081818.28+574412.4,124.57614,57.73676,--,--,
323,WISEA J082304.08+572509.4,125.76696,57.41928,26106.0,0.087081,SPEC
324,SBS 0811+574,123.92594,57.34515,8042.0,0.026824,SPEC
325,WISEA J081554.81+573326.0,123.97839,57.55722,--,--,
326,WISEA J081516.33+575928.6,123.81786,57.99131,8488.0,0.028312,SPEC
327,SDSS J081519.66+580521.0,123.83193,58.08917,--,--,
328,WISEA J081520.35+580522.9,123.83468,58.08971,8710.0,0.029054,SPEC
329,WISEA J081550.56+580305.0,123.96072,58.0514,26508.0,0.08842,SPEC
330,WISEA J081727.08+580325.0,124.36289,58.05698,--,--,
331,WISEA J081840.17+582346.3,124.66737,58.39621,12751.0,0.042532,SPEC
332,GALEXMSC J081840.16+582346.7,124.66737,58.39631,--,--,
333,SDSSCGB 24077,124.66833,58.39486,--,--,
334,WISEA J081659.70+570928.2,124.24869,57.15777,--,--,
335,WISEA J081742.37+571202.2,124.42607,57.20067,--,--,
336,WISEA J081457.70+572910.7,123.74042,57.48629,30341.0,0.101206,SPEC
337,WISEA J081956.54+582708.4,124.9855,58.45232,8117.0,0.027076,SPEC
338,WISEA J081420.40+575224.3,123.58504,57.87344,--,--,
339,WISEA J081420.51+575231.0,123.5854,57.87518,8031.0,0.026788,SPEC
340,WISEA J081447.11+581229.4,123.69632,58.20819,--,--,
341,SDSS J081447.32+581240.0,123.6972,58.21112,--,--,
342,WISEA J081447.62+581232.1,123.69832,58.20889,7504.0,0.025031,SPEC
343,WISEA J081527.85+581457.1,123.86598,58.24921,8007.0,0.026709,SPEC
344,WISEA J081558.88+582042.6,123.99538,58.34517,8613.0,0.02873,SPEC
345,WISEA J081559.69+582035.2,123.99875,58.34311,--,--,
346,WISEA J081639.05+581401.8,124.16357,58.23353,--,--,
347,WISEA J081609.99+582158.0,124.04168,58.36616,7658.0,0.025546,SPEC
348,WISEA J081733.43+582622.9,124.38933,58.43971,8635.0,0.028802,SPEC
349,WISEA J081937.80+571019.3,124.90752,57.17204,26722.0,0.089136,SPEC
350,SDSS J081934.12+571037.1,124.89219,57.177,--,--,
351,WISEA J081935.18+571038.6,124.89664,57.17744,--,--,
352,WISEA J082049.79+581241.2,125.20782,58.21141,--,--,
353,WISEA J081627.51+580524.9,124.11458,58.09025,8242.0,0.027494,SPEC
354,WISEA J081848.56+582609.1,124.70236,58.43586,--,--,
355,WISEA J081849.39+582604.5,124.70586,58.43459,20563.0,0.06859,SPEC
356,WISEA J081800.47+571224.7,124.50178,57.20694,--,--,
357,WISEA J081801.53+571221.3,124.50642,57.20594,--,--,
358,SDSS J081801.57+571222.5,124.50657,57.20626,--,--,
359,SDSS J081801.68+571215.0,124.50703,57.20417,--,--,
360,WISEA J081758.29+571444.3,124.49302,57.2456,12887.0,0.042987,SPEC
361,WISEA J081944.95+574027.0,124.93718,57.67418,23821.0,0.079457,SPEC
362,SDSS J081614.52+573144.2,124.06053,57.52896,--,--,
363,SBS 0812+576,124.0641,57.53055,8149.0,0.027182,SPEC
364,WISEA J081605.29+573926.0,124.02203,57.65726,37442.0,0.124894,SPEC
365,SBS 0814+579B,124.55304,57.81447,7934.0,0.026466,SPEC
366,SBS 0813+582B,124.53987,58.09258,8128.0,0.027112,
367,WISEA J082031.52+582508.6,125.13133,58.41908,--,--,
368,2MASX J08203177+5825060,125.13208,58.41823,7579.0,0.025282,SPEC
369,WISEA J082031.84+582504.9,125.13268,58.41805,--,--,
370,UGC 04280A NED01,123.68124,57.95759,8210.0,0.027386,
371,UGC 04280A,123.68542,57.95861,--,--,
372,2MASX J08145953+5805580,123.74782,58.0995,13904.0,0.046379,SPEC
373,WISEA J081459.67+580558.1,123.74863,58.09949,--,--,
374,WISEA J081631.61+581630.5,124.13173,58.27516,--,--,
375,WISEA J081632.64+581629.6,124.136,58.27487,8214.0,0.027398,SPEC
376,WISEA J081745.61+573920.7,124.43999,57.65578,48527.0,0.161867,SPEC
377,WISEA J081406.52+573512.3,123.52713,57.58677,8513.0,0.028397,SPEC
378,WISEA J081432.20+574256.1,123.63397,57.71572,--,--,
379,SDSS J081518.82+575124.9,123.82844,57.85693,--,--,
380,WISEA J081518.92+575120.8,123.82887,57.8556,--,--,
381,GALEXMSC J081518.96+575123.5,123.82902,57.85653,--,--,
382,SDSS J081550.56+574859.4,123.96067,57.81652,--,--,
383,SDSS J081551.25+574911.9,123.96356,57.81999,--,--,
384,WISEA J081551.54+574903.9,123.96474,57.81769,--,--,
385,MCG +10-12-113,124.00815,57.95946,8257.0,0.027543,SPEC
386,WISEA J081605.27+580019.8,124.02192,58.00553,7901.0,0.026355,
387,CGCG 287-064,124.02194,58.00555,7826.0,0.026105,
388,SDSS J081637.47+575547.2,124.15614,57.92979,--,--,
389,WISEA J081638.38+575548.6,124.15993,57.93018,--,--,
390,2MASS J08163864+5755473,124.16085,57.92991,--,--,
391,SDSS J081639.51+575547.5,124.16466,57.92988,--,--,
392,2MASS J08171688+5803207,124.32037,58.05576,--,--,
393,WISEA J081717.15+580324.0,124.32143,58.05667,7570.0,0.025251,SPEC
394,WISEA J081727.08+580642.2,124.36286,58.11169,8158.0,0.027213,SPEC
395,WISEA J081736.04+580935.6,124.40015,58.15992,8381.0,0.027955,SPEC
396,SDSS J082327.06+223113.2,125.86279,22.52034,--,--,
397,WISEA J082327.21+223111.8,125.86339,22.51995,--,--,
