,objid,ra,dec,g-i,u-g,u-z,g-z,g-r,concentration_index,photo_z,frac_dev,host_galaxy,distance,axis_ratio,category,radius,magnitude,u_mag,g_mag,i_mag,r_mag,z_mag,link,spec_z
71,588017703471087734,188.68803687,12.4310803,1.3204840000000004,1.8783090000000016,3.504498999999999,1.6261899999999976,0.9050919999999998,0.32079692426031553,0.07715,1.0,NGC4552,15.33,0.831509,Possible contaminants,122.645020448592,-13.486008774271877,20.225103,18.346794,17.02631,17.441702,16.720604,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017703471087734,0.097366
72,588017703471153342,188.88165269,12.39483267,1.391171,1.523111,3.2488519999999994,1.7257409999999993,0.9049440000000004,0.428065797568132,0.131641,0.549561,NGC4552,15.33,0.565013,Possible contaminants,256.5280722623621,-13.618573774271876,19.737192,18.214081,16.82291,17.309137,16.48834,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017703471153342,0.130819
73,588017704007827644,188.43463568,12.76170103,1.3746849999999995,1.9456440000000015,3.6569000000000003,1.7112559999999988,0.9567029999999974,0.34114648100757317,0.093807,1.0,NGC4552,15.33,0.602955,Possible contaminants,100.81161356770586,-13.541342774271875,20.288715,18.343071,16.968386,17.386368,16.631815,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017704007827644,0.09102
74,588017704007827657,188.43981671,12.74695766,1.3302669999999992,1.8796810000000015,3.5281470000000006,1.648465999999999,0.9164390000000004,0.3622961689844699,0.08393,1.0,NGC4552,15.33,0.953526,Possible contaminants,62.11441046637765,-13.266373774271877,20.457457,18.577776,17.247509,17.661337,16.92931,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017704007827657,0.093137
75,588017704007893149,188.62128222,12.73351789,1.2280929999999977,1.274757000000001,2.7524170000000012,1.4776600000000002,0.6667430000000003,0.32838891958871014,0.104316,0.879869,NGC4552,15.33,0.424057,Possible contaminants,217.5126564393352,-13.584397774271878,19.284813,18.010056,16.781963,17.343313,16.532396,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017704007893149,0.09317
76,588017704007958682,188.73800963,12.81758929,1.0128589999999988,1.2407900000000005,2.4522440000000003,1.2114539999999998,0.6375479999999989,0.34191889409584625,0.100945,0.862319,NGC4552,15.33,0.568181,Possible contaminants,138.89980096622548,-14.110571774271875,18.695477,17.454687,16.441828,16.817139,16.243233,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017704007958682,0.092075
77,588017704008089702,188.94421922,12.83528991,0.9265630000000016,1.0852389999999978,2.2097359999999995,1.1244970000000016,0.5073870000000014,0.3638519765738715,0.084589,0.913803,NGC4552,15.33,0.999245,Possible contaminants,116.20568888607818,-13.298628774271876,19.221708,18.136469,17.209906,17.629082,17.011972,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017704008089702,0.066826
78,588017566565007473,188.42733259,12.61512721,1.3574210000000022,1.9282059999999994,3.6015630000000023,1.6733570000000029,0.9379740000000005,0.4270447219983884,0.08751,0.94115,NGC4552,15.33,0.721813,Possible contaminants,98.98916531681434,-13.348751774271875,20.445139,18.516933,17.159512,17.578959,16.843576,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017566565007473,0.091078
79,588017571384328402,189.09304169,13.05266165,1.3423440000000006,1.8119990000000001,3.458126,1.646127,0.9351459999999996,0.327422653138629,0.095632,1.0,NGC4552,15.33,0.8813,Possible contaminants,119.7907607679816,-13.768023774271875,19.906832,18.094833,16.752489,17.159687,16.448706,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017571384328402,0.093984
80,588017703471284405,189.13515115,12.39523579,1.1656469999999999,1.7225839999999977,3.160891999999997,1.4383079999999993,0.7854320000000001,0.3850444743486208,0.045855,0.752998,NGC4552,15.33,0.349624,Possible contaminants,222.66963413541154,-13.663477774271875,19.772249,18.049665,16.884018,17.264233,16.611357,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017703471284405,0.045468
81,588017704007827628,188.41797547,12.73710214,0.8568159999999985,1.3567880000000017,2.3594180000000016,1.00263,0.5682069999999975,0.3802487892991683,0.041062,1.0,NGC4552,15.33,0.882703,Possible contaminants,229.7120141922757,-12.917437774271875,19.935268,18.57848,17.721664,18.010273,17.57585,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017704007827628,0.00381965
82,588017704007958702,188.7762282,12.78723933,1.184660000000001,1.568242999999999,3.018675,1.450432000000001,0.7845329999999997,0.33759078817351607,0.082086,0.858298,NGC4552,15.33,0.924828,Possible contaminants,236.74617707602516,-14.929759774271876,18.350727,16.782484,15.597824,15.997951,15.332052,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017704007958702,0.092494
83,588017704008155325,189.24617044,12.87347055,1.4227160000000012,1.8868599999999986,3.66517,1.7783100000000012,0.9697190000000013,0.31626672242462417,0.09537,1.0,NGC4552,15.33,0.612622,Possible contaminants,199.65599977664505,-14.217034774271877,19.567255,17.680395,16.257679,16.710676,15.902085,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017704008155325,0.09555
84,588017726012129348,187.37603938,7.99286113,1.1924320000000002,1.8606800000000003,3.352964000000002,1.4922840000000015,0.785774,0.34971895176633755,0.038038,0.759826,NGC4472,17.14,0.771505,Known galaxies,495.9202430335139,-17.215558087935896,16.60095,14.74027,13.547838,13.954496,13.247986,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017726012129348,0.00465738
85,588017726012129381,187.39581088,8.05800197,1.2563720000000007,2.009367000000001,3.5840200000000006,1.5746529999999996,0.8440760000000012,0.36289244289625966,0.060326,0.809103,NGC4472,17.14,0.910708,Known galaxies,191.41908035340825,-15.9985150879359,18.024982,16.015615,14.759243,15.171539,14.440962,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017726012129381,0.00466088
86,588017725475192953,187.14549202,7.60346461,1.133345000000002,1.5068470000000005,2.8994810000000015,1.392634000000001,0.7470570000000016,0.3663146767305554,0.082537,0.879054,NGC4472,17.14,0.78944,Possible contaminants,148.87689637861487,-13.9863950879359,19.437563,17.930716,16.797371,17.183659,16.538082,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017725475192953,0.111668
87,588017726549000349,187.32435089,8.43280844,1.1501540000000006,1.434000000000001,2.829052000000001,1.3950519999999997,0.7886009999999999,0.39135139480168557,0.117586,0.883046,NGC4472,17.14,0.722487,Possible contaminants,52.89138030787653,-13.400361087935899,19.992294,18.558294,17.40814,17.769693,17.163242,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017726549000349,0.089716
88,588017726549131454,187.61626532,8.4375154,1.3292849999999987,1.7312280000000015,3.3454590000000017,1.6142310000000002,0.9231819999999971,0.3991706064281248,0.109884,0.893914,NGC4472,17.14,0.670664,Possible contaminants,220.9355436091304,-14.127629087935897,19.696835,17.965607,16.636322,17.042425,16.351376,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017726549131454,0.088852
89,588017730300215394,187.79046686,8.32330301,1.119522,1.6683510000000012,3.0600500000000004,1.3916989999999991,0.7461200000000012,0.3826432137230484,0.044611,0.635269,NGC4472,17.14,0.526109,Possible contaminants,405.1112158303541,-14.6533970879359,18.931128,17.262777,16.143255,16.516657,15.871078,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017730300215394,0.086309
90,588017726012129425,187.30447453,7.98678091,1.3013779999999997,1.3430329999999984,2.9269099999999995,1.583877000000001,0.8276670000000017,0.4255172217634034,0.142488,0.70327,NGC4472,17.14,0.557118,Possible contaminants,194.8021683311689,-13.7585340879359,19.58222,18.239187,16.937809,17.41152,16.65531,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017726012129425,0.126901
91,588017726012260573,187.70926351,8.03510681,1.399322999999999,1.8761629999999982,3.574213999999998,1.6980509999999995,0.9528350000000003,0.31333937635920023,0.105554,1.0,NGC4472,17.14,0.736872,Possible contaminants,246.25167038506854,-14.685959087935899,19.313093,17.43693,16.037607,16.484095,15.738879,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017726012260573,0.088621
92,588017726549066001,187.58128068,8.34010223,1.3101109999999991,1.9700220000000002,3.547565999999998,1.5775439999999978,0.9023879999999984,0.4045445933861436,0.082353,0.952571,NGC4472,17.14,0.654755,Possible contaminants,411.18073042385424,-14.789424087935899,19.25304,17.283018,15.972907,16.38063,15.705474,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017726549066001,0.087874
93,588017729763016896,187.08890813,7.8568712,1.439869999999999,2.220925000000001,3.9969550000000016,1.7760300000000004,0.9982369999999996,0.3118261865868466,0.112357,1.0,NGC4472,17.14,0.855066,Possible contaminants,436.87633736241673,-15.802149087935899,18.587067,16.366142,14.926272,15.367905,14.590112,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017729763016896,0.084376
94,588017729763082360,187.1367738,7.86898646,1.2909809999999986,1.8130699999999997,3.4188209999999977,1.605750999999998,0.884726999999998,0.3681838814361933,0.077329,0.946221,NGC4472,17.14,0.811039,Possible contaminants,177.20877119560313,-13.995413087935898,19.872438,18.059368,16.768387,17.174641,16.453617,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017729763082360,0.084215
95,588017730299887634,187.02723906,8.2354983,1.2684930000000012,1.9160649999999997,3.5158760000000004,1.5998110000000008,0.8601159999999997,0.3033694091959399,0.053595,1.0,NGC4472,17.14,0.728954,Possible contaminants,293.62389445849817,-16.067689087935896,17.878546,15.962481,14.693988,15.102365,14.36267,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017730299887634,0.038345
96,588017730299887647,187.03070886,8.18258906,1.11224,1.414868000000002,2.799378000000001,1.3845099999999988,0.7148719999999997,0.3491640633791272,0.085619,0.71878,NGC4472,17.14,0.721597,Possible contaminants,366.5842729690064,-14.3416390879359,18.958155,17.543287,16.431047,16.828415,16.158777,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017730299887647,0.037407
97,588017730299887741,187.00351709,8.18559111,1.2672629999999998,1.8344260000000006,3.4146920000000005,1.580266,0.8530800000000003,0.3523951458344504,0.062864,1.0,NGC4472,17.14,0.513509,Possible contaminants,491.68957121315833,-16.200656087935897,17.656904,15.822478,14.555215,14.969398,14.242212,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017730299887741,0.037754
98,588017725475389463,187.59636232,7.54305619,1.1985100000000006,1.8005899999999997,3.3027420000000003,1.5021520000000006,0.8133010000000009,0.3068389226665385,0.050855,1.0,NGC4472,17.14,0.555417,Possible contaminants,246.65012081146628,-15.6542760879359,18.129669,16.329079,15.130569,15.515778,14.826927,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017725475389463,0.038429
99,588017726012194878,187.5027901,8.10433257,0.9349209999999992,1.2485560000000007,2.4185739999999996,1.170017999999999,0.6018819999999998,0.35453727795382645,0.073582,0.653396,NGC4472,17.14,0.820696,Possible contaminants,187.12406405638,-15.4473990879359,17.573093,16.324537,15.389616,15.722655,15.154519,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017726012194878,0.03737
100,588017726012260447,187.67701953,8.05817475,1.0272700000000015,1.4399969999999982,2.690593999999999,1.2505970000000008,0.68309,0.42175141897701396,0.062313,0.597936,NGC4472,17.14,0.896996,Possible contaminants,470.7413606636895,-14.992524087935898,18.300617,16.86062,15.83335,16.17753,15.610023,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017726012260447,0.088852
101,588017726012391593,187.93423218,7.96012444,1.1953609999999983,1.779394,3.240086,1.4606919999999999,0.8264369999999985,0.33524897891422745,0.070977,0.944948,NGC4472,17.14,0.761625,Possible contaminants,230.6773141056767,-14.664734087935898,19.111151,17.331757,16.136396,16.50532,15.871065,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017726012391593,0.085379
102,588017726549131508,187.70032636,8.33183021,1.194237000000001,1.6085989999999981,3.067387,1.458788000000002,0.8094230000000024,0.3770958458035793,0.080774,0.915034,NGC4472,17.14,0.578188,Possible contaminants,102.99973076600251,-13.7144490879359,19.873627,18.265028,17.070791,17.455605,16.80624,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017726549131508,0.064595
103,588017729763016879,187.07315485,7.84858137,1.2873730000000023,1.8746550000000006,3.4672400000000003,1.5925849999999997,0.8954219999999999,0.3679690642450509,0.079101,1.0,NGC4472,17.14,0.999957,Possible contaminants,122.11603965935697,-13.728520087935898,20.211611,18.336956,17.049583,17.441534,16.744371,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017729763016879,0.083466
104,588017729763147850,187.28505911,7.91343092,1.4206889999999994,2.0273269999999997,3.801907,1.7745800000000003,0.9958690000000026,0.3310562337023784,0.107406,1.0,NGC4472,17.14,0.93108,Possible contaminants,188.47428113077464,-14.3278780879359,19.865372,17.838045,16.417356,16.842176,16.063465,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017729763147850,0.127021
105,588017729763279018,187.69632236,7.82232758,1.2703149999999983,1.6035150000000016,3.1703220000000005,1.566806999999999,0.8332999999999977,0.33704203814059286,0.094456,1.0,NGC4472,17.14,0.532137,Possible contaminants,233.75802667101263,-15.047358087935898,18.559511,16.955996,15.685681,16.122696,15.389189,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017729763279018,0.084919
106,588017729763344482,187.73457586,7.76466719,1.2673279999999991,1.839300999999999,3.4618509999999993,1.6225500000000004,0.8537730000000003,0.3576663475233046,0.060143,1.0,NGC4472,17.14,0.826737,Possible contaminants,210.8907115637055,-14.012494087935899,19.850634,18.011333,16.744005,17.15756,16.388783,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017729763344482,0.08609
107,588017729763344534,187.77536879,7.76115526,1.2881250000000009,1.759215000000001,3.335979000000002,1.5767640000000007,0.886489000000001,0.44511072918478556,0.086089,0.60344,NGC4472,17.14,0.731477,Possible contaminants,423.74842156278123,-15.1814840879359,18.634274,16.875059,15.586934,15.98857,15.298295,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017729763344534,0.084027
108,588017729763344577,187.80953074,7.7583612,1.3572060000000015,1.9422689999999996,3.6308079999999983,1.6885389999999987,0.931591000000001,0.3485952767036714,0.083701,1.0,NGC4472,17.14,0.73192,Possible contaminants,151.61516532556914,-14.2969730879359,19.746941,17.804672,16.447466,16.873081,16.116133,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017729763344577,0.085317
109,588017729763344619,187.85823061,7.89070668,1.360838000000001,2.140939999999997,3.8767509999999987,1.7358110000000018,0.934820000000002,0.3397135766788934,0.088022,1.0,NGC4472,17.14,0.811378,Possible contaminants,108.51961479645344,-13.6275620879359,20.618252,18.477312,17.116474,17.542492,16.741501,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017729763344619,0.085324
110,588017730299887808,187.09843607,8.19700574,1.2287479999999995,1.7674040000000026,3.301172000000001,1.5337679999999985,0.8436799999999991,0.3504462802409434,0.065176,0.964072,NGC4472,17.14,0.509374,Possible contaminants,314.79278422937017,-14.2635870879359,19.517551,17.750147,16.521399,16.906467,16.216379,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017730299887808,0.066744
111,588017730299887817,187.10394245,8.27057129,1.2595400000000012,1.6646269999999994,3.239771000000001,1.5751440000000017,0.8522789999999993,0.36915436439741633,0.089571,0.905859,NGC4472,17.14,0.623292,Possible contaminants,160.99596461248433,-14.193924087935898,19.493036,17.828409,16.568869,16.97613,16.253265,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017730299887817,0.092871
112,588017730300018844,187.39941859,8.31794755,1.2064209999999989,1.6752680000000026,3.1415770000000016,1.466308999999999,0.8107009999999981,0.40511536688932803,0.068237,0.9151,NGC4472,17.14,0.632944,Possible contaminants,76.44226238932586,-13.775202087935899,19.880821,18.205553,16.999132,17.394852,16.739244,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017730300018844,0.088995
113,588017726011932917,186.95351711,7.95379276,1.340135,1.9898740000000004,3.6093569999999993,1.619482999999999,0.9313369999999992,0.3006738098771885,0.088965,1.0,NGC4472,17.14,0.925095,Possible contaminants,134.4463976408015,-13.408240087935898,20.683025,18.693151,17.353016,17.761814,17.073668,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017726011932917,0.104666
114,588017726012260543,187.65554307,8.06105679,1.3018950000000018,1.755628999999999,3.380227999999999,1.624599,0.8599549999999994,0.3640542955660519,0.079451,0.629942,NGC4472,17.14,0.421746,Possible contaminants,367.53496509234657,-14.667098087935898,19.11854,17.362911,16.061016,16.502956,15.738312,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017726012260543,0.089097
115,588017729763016833,186.98911156,7.80384159,1.3175999999999988,1.7915750000000017,3.4214170000000017,1.629842,0.8940249999999992,0.3802356707585076,0.081657,0.966268,NGC4472,17.14,0.603345,Possible contaminants,151.20128318389013,-13.9138300879359,19.941824,18.150249,16.832649,17.256224,16.520407,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017729763016833,0.084609
116,588017730300018779,187.42682572,8.22701032,1.393187000000001,1.622723999999998,3.2998499999999993,1.6771260000000012,0.9185580000000009,0.36443281840569175,0.139938,0.642427,NGC4472,17.14,0.714139,Possible contaminants,239.23136599868036,-14.004019087935898,19.707317,18.084593,16.691406,17.166035,16.407467,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017730300018779,0.090035
117,588010360162091054,184.84619223,5.79484358,1.216826000000001,1.9385290000000008,3.453960000000002,1.5154310000000013,0.7971850000000007,0.3427191107335259,0.051896,0.83499,NGC4261,29.4,0.914087,Known galaxies,375.26690899118734,-17.90581965206079,17.171631,15.233102,14.016276,14.435917,13.717671,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588010360162091054,0.0068145
118,588010880371851429,184.98188172,5.89250636,1.3008670000000002,1.7399270000000016,3.2808850000000014,1.5409579999999998,0.9151419999999995,0.42252870052136754,0.127905,0.97618,NGC4261,29.4,0.528974,Possible contaminants,63.169183224457214,-14.611519652060789,20.385286,18.645359,17.344492,17.730217,17.104401,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588010880371851429,0.172497
119,588010360162025620,184.6958769,5.71122144,1.1176930000000027,1.362085999999998,2.7282639999999994,1.3661780000000014,0.7064820000000012,0.2886321600615735,0.094066,1.0,NGC4261,29.4,0.56052,Possible contaminants,328.17566133365955,-14.795918652060788,19.614386,18.2523,17.134607,17.545818,16.886122,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588010360162025620,0.078301
120,588010360162025640,184.71262285,5.72088224,1.0544259999999994,1.8475549999999998,3.355072,1.507517,0.8354079999999975,0.3721599104014127,0.06417,0.993123,NGC4261,29.4,0.585403,Possible contaminants,150.31193054043487,-15.384421652060787,19.640278,17.792723,16.738297,16.957315,16.285206,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588010360162025640,0.073766
121,588010360162025647,184.72210819,5.64525377,1.3554970000000033,1.924467,3.601224000000002,1.676757000000002,0.9226130000000019,0.3437997580242138,0.080424,1.0,NGC4261,29.4,0.76673,Possible contaminants,399.1315479257089,-15.868870652060789,19.319946,17.395479,16.039982,16.472866,15.718722,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588010360162025647,0.077165
122,588010360162156751,185.0485887,5.80054424,1.0697349999999979,1.3117020000000004,2.6267369999999985,1.3150349999999982,0.6809539999999998,0.4005157261335358,0.099097,0.856079,NGC4261,29.4,0.819073,Possible contaminants,366.84622280861254,-15.61496965206079,18.719423,17.407721,16.337986,16.726767,16.092686,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588010360162156751,0.11427
123,588010360161960156,184.60993731,5.8381272,1.2880320000000012,1.6420939999999966,3.2582099999999983,1.6161160000000017,0.8539690000000029,0.35782748960013583,0.090371,0.727779,NGC4261,29.4,0.620521,Possible contaminants,338.83006036821286,-15.78011565206079,19.057684,17.41559,16.127558,16.561621,15.799474,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588010360161960156,0.091295
124,588010360698896535,184.75577037,6.10035546,1.3884050000000023,1.741731999999999,3.524909000000001,1.783177000000002,0.9669319999999999,0.32151224201258555,0.115151,0.807365,NGC4261,29.4,0.210596,Possible contaminants,352.7024454858552,-14.448549652060787,20.601851,18.860119,17.471714,17.893187,17.076942,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588010360698896535,0.117924
125,588010879834980508,184.87012284,5.59690994,1.3437240000000017,1.7602480000000007,3.474896000000001,1.7146480000000004,0.9177420000000005,0.302066968780306,0.100205,1.0,NGC4261,29.4,0.808358,Possible contaminants,302.9674520680849,-14.785181652060789,20.234545,18.474297,17.130573,17.556555,16.759649,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588010879834980508,0.101129
126,588010880371720274,184.58478388,5.8560237,1.3029609999999998,1.760947999999999,3.4199449999999985,1.6589969999999994,0.9001030000000014,0.3095862917912993,0.0926,1.0,NGC4261,29.4,0.740618,Possible contaminants,253.37417444540765,-14.993504652060789,20.009283,18.248335,16.945374,17.348232,16.589338,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588010880371720274,0.0916
127,588010880371916952,185.09148974,5.91570289,1.3631220000000006,1.9797100000000007,3.658107000000001,1.6783970000000004,0.928884,0.31988689955498334,0.080389,1.0,NGC4261,29.4,0.823272,Possible contaminants,297.8042561774385,-16.036680652060788,19.21365,17.23394,15.870818,16.305056,15.555543,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588010880371916952,0.090508
128,587726015089344790,226.63461191,1.67656771,1.3949029999999993,1.6309380000000004,3.425269,1.7943309999999997,0.8892729999999993,0.32880424955087517,0.081656,1.0,NGC5846,28.5,0.402074,Possible contaminants,302.59797895540714,-15.310855300042547,19.48358,17.852642,16.457739,16.963369,16.058311,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=587726015089344790,0.059541
129,587726015089279240,226.50721459,1.83504141,1.359719000000002,1.9241879999999973,3.636233999999998,1.7120460000000008,0.9549110000000027,0.3185128627102984,0.095708,1.0,NGC5846,28.5,0.766334,Possible contaminants,307.35606647337323,-15.005372300042549,20.147951,18.223763,16.864044,17.268852,16.511717,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=587726015089279240,0.11976
130,587726015089344722,226.58927495,1.75468827,1.377092000000001,1.8536469999999987,3.5446139999999993,1.6909670000000006,0.9719430000000031,0.3296777209462322,0.116123,1.0,NGC5846,28.5,0.828307,Possible contaminants,206.76360779118792,-14.91183030004255,20.187984,18.334337,16.957245,17.362394,16.64337,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=587726015089344722,0.113752
131,587726032268886297,226.493226,1.52603804,1.393189999999997,1.6821270000000013,3.4127019999999995,1.7305749999999982,0.9581869999999988,0.32718453411833487,0.116634,1.0,NGC5846,28.5,0.779551,Possible contaminants,250.72064857272764,-14.737994300042548,20.176544,18.494417,17.101227,17.53623,16.763842,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=587726032268886297,0.119729
132,588017978351550557,171.31557992,38.78300641,1.3735849999999985,1.8230439999999994,3.501861999999999,1.6788179999999997,0.9472430000000003,0.4271151026580229,0.103775,0.899748,NGC3665,26.3,0.936064,Possible contaminants,151.6664990410868,-14.400155742448792,20.46991,18.646866,17.273281,17.699623,16.968048,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017978351550557,0.132776
133,587738946679013534,170.81472366,38.66138717,1.3153970000000008,1.8492810000000013,3.514171000000001,1.6648899999999998,0.9420989999999989,0.34818770806453325,0.108049,0.814892,NGC3665,26.3,0.431518,Possible contaminants,279.24850478670174,-15.31318074244879,19.577978,17.728697,16.4133,16.786598,16.063807,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=587738946679013534,0.106838
134,587738946679013543,170.89244746,38.63242862,1.3906780000000012,1.9749449999999982,3.7129569999999994,1.7380120000000012,0.9809990000000006,0.32798558046016674,0.1083,1.0,NGC3665,26.3,0.474886,Possible contaminants,221.1129965882972,-14.94057274244879,20.11515,18.140205,16.749527,17.159206,16.402193,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=587738946679013543,0.107172
135,587738947215949965,170.99942093,39.00595042,1.3238009999999996,2.025831,3.6864160000000012,1.660585000000001,0.9022579999999998,0.3450192605798602,0.07231,1.0,NGC3665,26.3,0.86285,Possible contaminants,200.27239620564941,-14.98719574244879,20.040672,18.014841,16.69104,17.112583,16.354256,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=587738947215949965,0.078314
136,588017978351485020,171.16886623,38.8878751,1.1858900000000006,1.8112989999999982,3.2881989999999988,1.4769000000000005,0.8204270000000022,0.3790150846989085,0.055128,0.948355,NGC3665,26.3,0.412692,Possible contaminants,177.62972136697834,-15.071826742448792,19.659678,17.848379,16.662489,17.027952,16.371479,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017978351485020,0.048998
137,587738946679144564,171.20280296,38.58772321,1.4316959999999987,1.462576000000002,3.2459869999999995,1.7834109999999974,0.9338549999999977,0.41029310444388706,0.142432,0.699495,NGC3665,26.3,0.45604,Possible contaminants,354.5611539796989,-14.55638674244879,19.939823,18.477247,17.045551,17.543392,16.693836,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=587738946679144564,0.150941
138,587738947215949948,170.93835423,39.00915253,1.2318630000000006,1.6756630000000001,3.2394929999999995,1.5638299999999994,0.8428100000000001,0.3338363107335366,0.080543,1.0,NGC3665,26.3,0.612122,Possible contaminants,323.9087148001553,-14.525487742448792,20.092764,18.417101,17.185238,17.574291,16.853271,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=587738947215949948,0.077882
139,587738947216015394,171.1768836,38.98591763,1.0693260000000002,1.6895709999999973,2.9587189999999985,1.2691480000000013,0.7645550000000014,0.3138123797010526,0.12505,1.0,NGC3665,26.3,0.784711,Possible contaminants,177.66966292882006,-15.51817674244879,19.035728,17.346157,16.276831,16.581602,16.077009,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=587738947216015394,0.158769
140,588017977814548555,171.07377134,38.47097018,1.334931000000001,1.7093290000000003,3.365054999999998,1.6557259999999978,0.9192029999999995,0.3331375599061526,0.107173,1.0,NGC3665,26.3,0.536173,Possible contaminants,284.03440153438555,-14.968087742448791,19.760223,18.050894,16.715963,17.131691,16.395168,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017977814548555,0.121547
141,588017978351485040,171.22162363,38.94545463,1.4204100000000004,1.6844940000000008,3.4903119999999994,1.8058179999999986,0.997484,0.29666904272197175,0.12738,0.987063,NGC3665,26.3,0.703698,Possible contaminants,476.91709206288846,-14.925885742448791,19.855871,18.171377,16.750967,17.173893,16.365559,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017978351485040,0.136283
142,588017569774108793,189.9712012,11.76692097,1.2952469999999998,1.9974670000000003,3.6309400000000007,1.6334730000000004,0.8806940000000001,0.33992623947964695,0.060396,1.0,NGC4621,15.35,0.703191,Possible contaminants,167.0357514055309,-15.203529899066028,18.605173,16.607706,15.312459,15.727012,14.974233,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017569774108793,0.044628
143,588017570311110763,190.31231944,12.15752765,1.2915370000000017,1.7106530000000006,3.3056150000000013,1.5949620000000007,0.8670030000000004,0.3785638204248315,0.081744,0.828954,NGC4621,15.35,0.689191,Possible contaminants,297.18735445416553,-14.642665899066028,18.865532,17.154879,15.863342,16.287876,15.559917,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017570311110763,0.070801
