,objid,ra,dec,g-i,u-g,u-z,g-z,g-r,concentration_index,photo_z,frac_dev,host_galaxy,distance,axis_ratio,category,radius,magnitude,u_mag,g_mag,i_mag,r_mag,z_mag,link,spec_z
20,588017566564876395,188.06463641,12.52867852,1.1699050000000035,1.2258239999999994,2.630382000000001,1.4045580000000015,0.7273900000000033,0.4388047349149822,0.134972,0.939526,NGC4486,16.4,0.845242,Possible contaminants,108.65249599567831,-13.521757240238493,19.505676,18.279852,17.109947,17.552462,16.875294,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017566564876395,0.183399
21,588017702933758146,187.64316007,11.98817118,1.163971,1.5916429999999977,3.022186999999999,1.4305440000000011,0.7810290000000002,0.3547943251531678,0.07058,0.934219,NGC4486,16.4,0.871189,Possible contaminants,124.72626159255009,-13.920716240238491,19.526175,17.934532,16.770561,17.153503,16.503988,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017702933758146,0.090061
22,588017702933823647,187.77835988,11.96286619,1.2968870000000017,1.908135999999999,3.517187999999999,1.6090520000000001,0.8851210000000016,0.35767445475677495,0.067678,0.944309,NGC4486,16.4,0.31935,Possible contaminants,138.02284638608805,-14.404488240238493,19.462988,17.554852,16.257965,16.669731,15.9458,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017702933823647,0.056071
23,588017702933823687,187.85533653,11.98211182,1.3559699999999992,1.6071010000000001,3.318161,1.7110599999999998,0.8833769999999994,0.35050317379959706,0.098371,0.51136,NGC4486,16.4,0.381448,Possible contaminants,305.1617149108978,-14.225319240238491,19.339378,17.732277,16.376307,16.8489,16.021217,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017702933823687,0.09218
24,588017703470628956,187.56352819,12.39710078,1.3492239999999995,1.8591620000000013,3.5217170000000007,1.6625549999999993,0.9172700000000003,0.31453808230969316,0.084467,1.0,NGC4486,16.4,0.717622,Possible contaminants,238.88834986697418,-15.140602240238492,18.710049,16.850887,15.501663,15.933617,15.188332,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017703470628956,0.086653
25,588017703470825513,188.06429399,12.3035085,1.2068270000000005,1.8031249999999979,3.3163339999999977,1.5132089999999998,0.8385680000000022,0.37736240740936927,0.066123,0.908552,NGC4486,16.4,0.586251,Possible contaminants,136.28255473510623,-13.442591240238492,20.273321,18.470196,17.263369,17.631628,16.956987,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017703470825513,0.092576
26,588017703470825627,188.15177791,12.41159449,1.113976000000001,1.6724679999999985,3.0568159999999978,1.3843479999999992,0.7756710000000027,0.34002165431866627,0.066791,1.0,NGC4486,16.4,0.659438,Possible contaminants,67.55702755857877,-13.789442240238493,19.732916,18.060448,16.946472,17.284777,16.6761,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017703470825627,0.093412
27,588017704007565371,187.71829851,12.7499447,1.3457019999999993,1.9011880000000012,3.540503000000001,1.6393149999999999,0.9351749999999974,0.3644511160931864,0.095156,0.758568,NGC4486,16.4,0.308346,Possible contaminants,139.72355541881643,-13.68373124023849,20.226851,18.325663,16.979961,17.390488,16.686348,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017704007565371,0.087824
28,588017704007565388,187.78239847,12.74325413,1.2800709999999995,1.5297350000000023,3.0921149999999997,1.5623799999999974,0.838991,0.4089047505408273,0.116199,0.83984,NGC4486,16.4,0.548253,Possible contaminants,157.30869175885286,-13.715208240238493,19.727737,18.198002,16.917931,17.359011,16.635622,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017704007565388,0.109471
29,588017566027612280,187.2575623,12.27276547,1.3954160000000009,1.9525149999999982,3.6834629999999997,1.7309480000000015,0.9587590000000006,0.32106512885328786,0.090284,1.0,NGC4486,16.4,0.879719,Possible contaminants,297.3475888393994,-15.041109240238491,18.944384,16.991869,15.596453,16.03311,15.260921,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017566027612280,0.08919
30,588017702933692590,187.45808497,12.03981194,1.2973149999999993,1.9809760000000018,3.5898900000000005,1.6089139999999986,0.8672259999999987,0.33646691536493883,0.051622,1.0,NGC4486,16.4,0.714038,Possible contaminants,321.3925167659725,-15.640690240238492,18.281731,16.300755,15.00344,15.433529,14.691841,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017702933692590,0.054151
31,588017702933758089,187.5740862,12.01541695,1.4154340000000012,1.9948140000000016,3.7691690000000015,1.774355,0.9484199999999987,0.3773537563101268,0.07625,0.694082,NGC4486,16.4,0.345246,Possible contaminants,179.0249570472996,-13.93773724023849,20.079716,18.084902,16.669468,17.136482,16.310547,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017702933758089,0.083175
32,588017703470497957,187.25612802,12.29232818,1.315336000000002,1.968436999999998,3.6139329999999994,1.6454960000000014,0.926279000000001,0.3985421015957366,0.088958,0.908154,NGC4486,16.4,0.709487,Possible contaminants,114.77103454414659,-13.537083240238491,20.431852,18.463415,17.148079,17.537136,16.817919,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017703470497957,0.088773
33,588017703470825612,188.12721806,12.47913069,1.3791129999999985,2.0077120000000015,3.7122990000000016,1.704587,0.954383,0.32045228947684934,0.089044,1.0,NGC4486,16.4,0.773828,Possible contaminants,195.52676161189632,-14.878660240238492,19.157654,17.149942,15.770829,16.195559,15.445355,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017703470825612,0.085472
34,588017704007630949,187.88026123,12.80201029,1.3702310000000004,1.9296460000000017,3.5882129999999997,1.658566999999998,0.9397059999999975,0.3640034186635003,0.093566,1.0,NGC4486,16.4,0.544061,Possible contaminants,98.97629736962163,-13.40608224023849,20.537489,18.607843,17.237612,17.668137,16.949276,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017704007630949,0.084437
35,588017704007630988,187.98503976,12.76317234,1.3344190000000005,1.8127359999999975,3.4610309999999984,1.648295000000001,0.9353390000000026,0.3850045891859395,0.102494,1.0,NGC4486,16.4,0.42155,Possible contaminants,70.66847061896772,-13.281458240238493,20.540836,18.7281,17.393681,17.792761,17.079805,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017704007630988,0.096727
36,588017702398263409,190.8939816,11.45758707,1.3258340000000004,1.8628140000000002,3.5106660000000005,1.6478520000000003,0.9315010000000008,0.33948792534625555,0.094876,1.0,NGC4649,17.38,0.690413,Possible contaminants,179.18163613294686,-14.40373386056324,19.59083,17.728016,16.402182,16.796515,16.080164,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017702398263409,0.11887
37,588017569774633047,191.13449672,11.6466324,1.3600829999999995,1.8983419999999995,3.6216870000000014,1.723345000000002,0.9528530000000011,0.3188865528204137,0.098826,1.0,NGC4649,17.38,0.670253,Possible contaminants,160.8936273900443,-13.49762586056324,20.553818,18.655476,17.295393,17.702623,16.932131,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017569774633047,0.119738
38,588017570311438402,191.05700373,12.02202688,1.3590109999999989,1.9789090000000016,3.651957000000003,1.6730480000000014,0.940100000000001,0.3373439893932322,0.086667,1.0,NGC4649,17.38,0.68431,Possible contaminants,308.19045593191134,-14.46128886056324,19.657969,17.67906,16.320049,16.73896,16.006012,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017570311438402,0.119394
39,588017702935265359,191.06983663,11.85753717,1.3743440000000007,2.0795119999999976,3.7801519999999993,1.7006400000000017,0.9245100000000015,0.3185033441464872,0.077611,1.0,NGC4649,17.38,0.656978,Possible contaminants,266.86256090658156,-15.57654886056324,18.627722,16.54821,15.173866,15.6237,14.84757,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017702935265359,0.061009
40,588017569237499969,190.48918433,11.3823025,1.378156999999998,1.7331450000000004,3.422433999999999,1.6892889999999987,0.9735319999999987,0.3191008041595331,0.121825,1.0,NGC4649,17.38,0.926543,Possible contaminants,151.8335887242076,-14.048221860563238,19.858704,18.125559,16.747402,17.152027,16.43627,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017569237499969,0.095994
41,588017569237631006,190.8405128,11.20339493,1.0875529999999998,1.4259510000000013,2.8349350000000015,1.4089840000000002,0.7030270000000005,0.3827751998166273,0.064366,0.755327,NGC4649,17.38,0.470933,Possible contaminants,332.5119365076087,-15.833752860563239,17.495474,16.069523,14.98197,15.366496,14.660539,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017569237631006,0.028093
42,588017569774305500,190.48055844,11.66771037,1.2030620000000027,2.0944779999999987,3.6478670000000015,1.5533890000000028,0.8177420000000026,0.4451867289558815,0.07419,0.837338,NGC4649,17.38,0.956307,Known galaxies,33.070312992428995,-13.98222586056324,20.130243,18.035765,16.832703,17.218023,16.482376,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017569774305500,0.00237887
43,588017569774567635,191.08929608,11.73707752,0.9421900000000001,1.2208669999999984,2.375418,1.1545510000000014,0.6072960000000016,0.429055332934869,0.087896,0.547349,NGC4649,17.38,0.657095,Possible contaminants,197.32580141724384,-13.91603486056324,19.112377,17.89151,16.94932,17.284214,16.736959,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017569774567635,0.054219
44,588017702935134320,190.81808667,11.92768912,1.2938200000000002,1.969017000000001,3.580876,1.611858999999999,0.8932730000000006,0.40395614017972825,0.072484,1.0,NGC4649,17.38,0.80437,Possible contaminants,173.37380453144274,-14.12715386056324,19.935385,17.966368,16.672548,17.073095,16.354509,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017702935134320,0.072996
45,588017702935199870,191.0098471,11.93710572,1.3699419999999982,1.6374530000000007,3.337614000000002,1.7001610000000014,0.9245659999999987,0.3180880087163361,0.121726,1.0,NGC4649,17.38,0.472256,Possible contaminants,214.28991791769724,-13.864228860563237,19.898039,18.260586,16.890644,17.33602,16.560425,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017702935199870,0.117303
46,588017702935330930,191.29081442,11.83341894,1.2397349999999996,1.7046279999999996,3.236011999999999,1.5313839999999992,0.8530370000000005,0.38049623036638686,0.080492,1.0,NGC4649,17.38,0.939021,Possible contaminants,208.89959767727734,-13.939603860563238,19.81831,18.113682,16.873947,17.260645,16.582298,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017702935330930,0.127256
47,588017992831402141,190.88544666,11.11951955,1.1611539999999998,1.441718999999999,2.892941999999998,1.4512229999999988,0.7679629999999982,0.33137364807573605,0.098191,0.983593,NGC4649,17.38,0.933372,Possible contaminants,207.43891915356988,-14.220517860563238,19.189413,17.747694,16.58654,16.979731,16.296471,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017992831402141,0.064935
48,588017571115761899,188.81454781,12.48585307,1.3773419999999987,1.8198760000000007,3.576389999999998,1.7565139999999975,0.9256799999999998,0.34661902469437844,0.083836,0.919961,NGC4552,15.33,0.737077,Possible contaminants,142.09485501954617,-14.215058774271878,19.458208,17.638332,16.26099,16.712652,15.881818,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017571115761899,0.048491
49,588017571384328359,189.02042626,12.92477858,1.3945869999999978,2.0579029999999996,3.784278999999998,1.7263759999999984,0.9693450000000006,0.32959918028011526,0.094911,1.0,NGC4552,15.33,0.977146,Possible contaminants,209.03765792380284,-14.162228774271878,19.79273,17.734827,16.34024,16.765482,16.008451,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017571384328359,0.095357
50,588017566565138564,188.6687897,12.54454065,1.380476999999999,1.8630139999999997,3.5975710000000003,1.7345570000000006,0.9491160000000001,0.30633993591843217,0.095932,1.0,NGC4552,15.33,0.565574,Possible contaminants,266.2029705844351,-14.795062774271877,18.944778,17.081764,15.701287,16.132648,15.347207,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017566565138564,0.093682
51,588017571384328344,189.00352118,12.93608747,1.314026000000002,1.877330999999998,3.48686,1.609529000000002,0.9077500000000018,0.32500841859774954,0.08172,0.999796,NGC4552,15.33,0.995901,Possible contaminants,207.00498186644148,-14.994577774271876,18.718214,16.840883,15.526857,15.933133,15.231354,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017571384328344,0.094102
52,588017571384328386,189.06869865,12.92000997,1.4634560000000008,1.6349749999999972,3.460481999999999,1.8255070000000018,0.9368310000000015,0.3677787231808457,0.11259,0.527639,NGC4552,15.33,0.222988,Possible contaminants,401.2613694333925,-13.492125774271877,20.007391,18.372416,16.90896,17.435585,16.546909,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017571384328386,0.054776
53,588017703471022203,188.60346605,12.32476479,1.2815149999999988,1.6037369999999989,3.2185989999999975,1.6148619999999987,0.8444369999999992,0.38083549760697905,0.093222,1.0,NGC4552,15.33,0.760163,Possible contaminants,181.16187753928105,-13.807866774271876,19.568018,17.964281,16.682766,17.119844,16.349419,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017703471022203,0.130452
54,588017571384328403,189.09178641,12.91210927,1.4043910000000004,1.7842439999999975,3.4969520000000003,1.7127080000000028,0.9624880000000005,0.35517395894871695,0.115936,0.938145,NGC4552,15.33,0.693499,Possible contaminants,157.7748283846555,-14.165844774271875,19.508598,17.724354,16.319963,16.761866,16.011646,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017571384328403,0.092272
55,588017703471153243,188.9051994,12.38203978,1.1603329999999996,1.7884759999999993,3.253556999999999,1.4650809999999996,0.765447,0.3577558605822931,0.044517,0.757839,NGC4552,15.33,0.8827,Known galaxies,313.0682542940354,-16.697491774271874,16.784142,14.995666,13.835333,14.230219,13.530585,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017703471153243,0.000947882
56,588017703471153324,188.85371846,12.44110491,1.346270999999998,1.8748710000000024,3.5755390000000027,1.7006680000000003,0.9541339999999998,0.35475940061252753,0.103915,1.0,NGC4552,15.33,0.771494,Possible contaminants,114.38985990530388,-13.386462774271877,20.370253,18.495382,17.149111,17.541248,16.794714,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017703471153324,0.097575
57,588017703471218730,189.00062744,12.39959027,1.305822000000001,1.8769209999999994,3.5524520000000006,1.6755310000000012,0.8602720000000001,0.3471013637060862,0.053325,0.612782,NGC4552,15.33,0.287325,Possible contaminants,279.19770278390945,-14.976121774271876,18.688782,16.811861,15.506039,15.951589,15.13633,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017703471218730,0.043289
58,588017703471218804,188.97973235,12.37011129,1.2354990000000008,1.8084369999999979,3.356851999999998,1.5484150000000003,0.8448260000000012,0.3301170721625133,0.057745,1.0,NGC4552,15.33,0.725886,Possible contaminants,213.363194675483,-15.427973774271877,18.153,16.344563,15.109064,15.499737,14.796148,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017703471218804,0.045167
59,588017703471218844,189.05901582,12.43962214,1.1599259999999987,1.8532159999999998,3.287576999999999,1.434360999999999,0.7866649999999993,0.3494159680143419,0.056878,1.0,NGC4552,15.33,0.939378,Possible contaminants,157.19617427685355,-13.615366774271877,19.952225,18.099009,16.939083,17.312344,16.664648,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017703471218844,0.043941
60,588017703471284376,189.1094275,12.42465478,1.2048769999999998,1.8322380000000003,3.3653840000000006,1.5331460000000003,0.8226690000000012,0.37689932849750674,0.044336,0.945209,NGC4552,15.33,0.672524,Possible contaminants,164.73401086696865,-14.251316774271878,19.331301,17.499063,16.294186,16.676394,15.965917,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017703471284376,0.041792
61,588017703471284381,189.1099845,12.40293438,1.2842459999999996,1.9623950000000008,3.562742,1.6003469999999993,0.8300240000000016,0.3582798056850423,0.063066,0.694666,NGC4552,15.33,0.643198,Possible contaminants,135.0664187106321,-13.417429774271877,20.3027,18.340305,17.056059,17.510281,16.739958,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017703471284381,0.043543
62,588017566565007495,188.46576605,12.61768434,1.4155149999999992,2.023149000000002,3.787656000000002,1.764507,0.9869129999999995,0.3158754336478251,0.101265,0.995724,NGC4552,15.33,0.941183,Possible contaminants,435.3400623317955,-16.309249774271876,17.628523,15.605374,14.189859,14.618461,13.840867,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017566565007495,0.09372
63,588017566565007496,188.4577848,12.62241659,1.4066899999999993,2.071294999999999,3.8305489999999995,1.7592540000000003,0.9725509999999993,0.2993604463814912,0.095113,1.0,NGC4552,15.33,0.766132,Possible contaminants,233.5012438442974,-15.047318774271876,18.924238,16.852943,15.446253,15.880392,15.093689,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017566565007496,0.09304
64,588017566565007555,188.48656004,12.62574992,1.4210530000000006,2.0716859999999997,3.8581390000000013,1.7864530000000016,0.9693450000000006,0.3562091204153622,0.087504,0.791575,NGC4552,15.33,0.402451,Possible contaminants,210.03721651641854,-14.194554774271875,19.774187,17.702501,16.281448,16.733156,15.916048,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017566565007555,0.092735
65,588017570847457484,189.12110373,12.6063621,1.2688510000000015,1.9167469999999973,3.5124889999999986,1.5957420000000013,0.8619190000000003,0.37595953193307996,0.049701,0.894509,NGC4552,15.33,0.871403,Possible contaminants,257.4982861604396,-15.079411774271875,18.626965,16.710218,15.441367,15.848299,15.114476,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017570847457484,0.043829
66,588017571384328426,189.10603092,12.97888129,1.460275000000001,1.6605279999999993,3.457065,1.7965370000000007,0.9547040000000013,0.38571822503427533,0.131439,0.698803,NGC4552,15.33,0.511512,Possible contaminants,479.60604724247446,-15.026083774271877,18.516859,16.856331,15.396056,15.901627,15.059794,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017571384328426,0.093408
67,588017571384393868,189.14368888,12.92403375,1.1724400000000017,1.315097999999999,2.7879199999999997,1.4728220000000007,0.7659529999999997,0.3887918063887145,0.123702,1.0,NGC4552,15.33,0.432902,Possible contaminants,356.582979996547,-13.277342774271876,19.731419,18.416321,17.243881,17.650368,16.943499,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017571384393868,0.094021
68,588017703470956676,188.41148944,12.46145026,1.4078330000000001,1.6509280000000004,3.383446000000003,1.7325180000000024,0.9896630000000002,0.42451283801092504,0.132412,0.837864,NGC4552,15.33,0.82688,Possible contaminants,131.20421071000894,-13.522603774271875,20.045698,18.39477,16.986937,17.405107,16.662252,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017703470956676,0.093826
69,588017703471022188,188.55506642,12.33591335,1.3279460000000007,1.6763759999999976,3.3297859999999986,1.653410000000001,0.9135760000000026,0.32520952707416495,0.105128,1.0,NGC4552,15.33,0.880025,Possible contaminants,88.76187219290946,-13.647301774271877,19.870361,18.193985,16.866039,17.280409,16.540575,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017703471022188,0.09516
70,588017703471087724,188.675451,12.30336247,1.4282019999999989,1.9462810000000026,3.7543260000000025,1.808045,0.974689999999999,0.3072752847009268,0.093624,1.0,NGC4552,15.33,0.707458,Possible contaminants,139.96901810488293,-14.091111774271877,19.75757,17.811289,16.383087,16.836599,16.003244,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017703471087724,0.096793
