objid,ra,dec,g-i,u-g,u-z,g-z,g-r,concentration_index,photo_z,frac_dev,host_galaxy,distance,axis_ratio,category,radius,magnitude,u_mag,g_mag,i_mag,r_mag,z_mag,link
587732770515518015,175.27796519,9.18719097,0.9898620000000022,1.3468969999999985,2.5524249999999995,1.205528000000001,0.5628680000000017,0.4798686859955899,0.077666,1.0,IC0719,29.4,0.960162,Possible compact galaxies,28.99921857165685,-12.002123652060789,22.249378,20.902481,19.912619,20.339613,19.696953,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=587732770515518015
588015507674890372,36.83676865,-1.12947894,0.9415590000000016,1.2277349999999991,2.3646980000000006,1.1369630000000015,0.6467729999999996,0.4325786935642542,0.073597,1.0,NGC0936,22.4,0.999951,Possible compact galaxies,21.10216318137051,-12.396771091670814,21.228977,20.001242,19.059683,19.354469,18.864279,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588015507674890372
587735347491766449,162.28471487,13.23506993,0.8705089999999984,1.2328769999999984,2.3211689999999976,1.0882919999999991,0.5612339999999989,0.3654779632400363,0.056038,1.0,NGC3379,10.3,0.877694,Possible compact galaxies,49.7986354865354,-12.31733712352586,19.54096,18.308083,17.437574,17.746849,17.219791,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=587735347491766449
587732580982521898,169.78179042,58.05398356,0.9519979999999997,1.610377999999999,2.7800529999999988,1.1696749999999998,0.6262369999999997,0.3211766007773919,0.056134,1.0,NGC3613,28.3,0.831277,Possible compact galaxies,411.0086133571487,-17.987723177621454,16.507824,14.897446,13.945448,14.271209,13.727771,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=587732580982521898
587738948289626730,170.72265165,39.89964176,0.9938070000000003,1.5352099999999993,2.7113039999999984,1.176093999999999,0.6348249999999993,0.4183720178330236,0.063965,0.749805,NGC3648,31.9,0.956061,Possible compact galaxies,65.0558585440816,-12.226677415285906,22.462311,20.927101,19.933294,20.292276,19.751007,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=587738948289626730
587731869633740905,178.502345,55.17421048,0.859057,1.33568,2.3443819999999995,1.0087019999999995,0.49943199999999877,0.3685724240636794,0.073091,0.956983,NGC3998,13.7,0.86736,Possible compact galaxies,71.74655296335811,-12.23424683578203,20.284468,18.948788,18.089731,18.449356,17.940086,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=587731869633740905
587739506616959029,183.77094104,33.19724026,1.0425450000000005,2.136955999999998,3.4669419999999977,1.329986,0.421914000000001,0.4612993684261435,0.08027,0.622721,NGC4203,14.7,0.934773,Possible compact galaxies,49.38934490139812,-16.512733673740883,16.882723,14.745767,13.703222,14.323853,13.415781,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=587739506616959029
588010360162091054,184.84619223,5.79484358,1.216826000000001,1.9385290000000008,3.453960000000002,1.5154310000000013,0.7971850000000007,0.3427191107335259,0.051896,0.83499,NGC4261,30.8,0.914087,Known galaxies,393.1367618002915,-18.00683658250222,17.171631,15.233102,14.016276,14.435917,13.717671,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588010360162091054
588017566563500148,184.94293514,12.62864061,0.9943850000000012,1.4808120000000002,2.7049130000000012,1.224101000000001,0.6456949999999999,0.432765630825524,0.058679,0.634096,NGC4267,15.8,0.891097,Possible compact galaxies,79.90654221016156,-12.03371343477211,21.086079,19.605267,18.610882,18.959572,18.381166,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017566563500148
587741532254109845,185.22631325,29.41009852,0.9576969999999996,1.5682810000000025,2.6858850000000025,1.117604,0.657594999999997,0.4097849634271269,0.054425,1.0,NGC4278,15.6,0.906259,Possible compact galaxies,13.417457153037514,-12.077757991772303,21.113741,19.54546,18.587763,18.887865,18.427856,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=587741532254109845
588017729225621760,185.86837828,7.38541035,0.8394559999999984,1.1991179999999986,2.3102020000000003,1.1110840000000017,0.5802230000000002,0.4026798551479222,0.049422,1.0,NGC4365,23.3,0.784515,Possible compact galaxies,66.20678655010367,-12.095492605130094,21.520628,20.32151,19.482054,19.741287,19.210426,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017729225621760
588017704006779054,185.9706148,12.77302986,0.8017879999999984,1.3035200000000025,2.371011000000003,1.0674910000000004,0.5475209999999997,0.480905239402296,0.044858,0.849162,NGC4374,18.5,0.932246,Possible compact galaxies,84.25679545758983,-12.03263564201507,21.154264,19.850744,19.048956,19.303223,18.783253,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017704006779054
