,objid,ra,dec,g-i,u-g,u-z,g-z,g-r,concentration_index,photo_z,frac_dev,host_galaxy,distance,axis_ratio,category,radius,magnitude,u_mag,g_mag,i_mag,r_mag,z_mag,link
0,588017703470694425,187.74275348,12.37813432,1.330404999999999,1.9120960000000018,3.5447559999999996,1.6326599999999978,0.9159529999999982,0.35552638320642854,0.08249,1.0,NGC4486,16.4,0.473479,Possible contaminants,156.2623745002244,-13.767155240238491,20.135113,18.223017,16.892612,17.307064,16.590357,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017703470694425
1,588017703470629035,187.66256398,12.37274491,1.3661509999999986,1.724267000000001,3.3980570000000014,1.6737900000000003,0.9438990000000018,0.4549838469268694,0.112495,0.501845,NGC4486,16.4,0.78633,Possible contaminants,205.4771228769844,-13.988772240238493,19.753613,18.029346,16.663195,17.085447,16.355556,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017703470629035
2,588017703470629089,187.66244117,12.42426956,1.2081540000000004,2.1315139999999992,3.5591979999999985,1.4276839999999993,0.8225440000000006,0.3646048332608313,0.075869,0.836773,NGC4486,16.4,0.521414,Possible contaminants,103.43313155853284,-12.082791240238492,21.945486,19.813972,18.605818,18.991428,18.386288,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017703470629089
3,588017703470694575,187.73908849,12.42902879,1.2190890000000003,1.99775,3.5016350000000003,1.5038850000000004,0.8011739999999996,0.42955607913902916,0.064432,1.0,NGC4486,16.4,0.999748,Known galaxies,24.132467824088977,-13.000933240238492,20.87221,18.87446,17.655371,18.073286,17.370575,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017703470694575
4,588017703470891165,188.18574549,12.47409828,1.4053719999999998,2.069167,3.6332500000000003,1.5640830000000001,0.9949589999999979,0.3906937547394826,0.127989,0.804721,NGC4486,16.4,0.485272,Possible contaminants,203.73358952492634,-12.211211240238491,21.927134,19.857967,18.452595,18.863008,18.293884,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017703470891165
5,588017566027612280,187.2575623,12.27276547,1.3954160000000009,1.9525149999999982,3.6834629999999997,1.7309480000000015,0.9587590000000006,0.32106512885328786,0.090284,1.0,NGC4486,16.4,0.879719,Possible contaminants,297.3475888393994,-15.041109240238491,18.944384,16.991869,15.596453,16.03311,15.260921,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017566027612280
6,588017566027612289,187.27248104,12.26660643,1.2626419999999996,1.704577999999998,3.2517999999999994,1.5472220000000014,0.8981750000000019,0.32542829480755947,0.112281,1.0,NGC4486,16.4,0.757078,Possible contaminants,130.66701242146297,-13.260123240238492,20.416849,18.712271,17.449629,17.814096,17.165049,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017566027612289
7,588017566027677789,187.30407012,12.11081206,1.415684999999998,2.1339320000000015,3.876996,1.7430639999999986,0.9659489999999984,0.3036503712788882,0.093266,1.0,NGC4486,16.4,0.917582,Possible contaminants,196.7572497626279,-14.933131240238492,19.240969,17.107037,15.691352,16.141088,15.363973,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017566027677789
8,588017702933758107,187.5835011,11.92187929,0.9396109999999993,1.5172370000000015,2.6468740000000004,1.129636999999999,0.615393000000001,0.3582783596675793,0.057011,1.0,NGC4486,16.4,0.942084,Known galaxies,47.1619806451443,-12.573508240238493,20.633341,19.116104,18.176493,18.500711,17.986467,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017702933758107
9,588017702933758146,187.64316007,11.98817118,1.163971,1.5916429999999977,3.022186999999999,1.4305440000000011,0.7810290000000002,0.3547943251531678,0.07058,0.934219,NGC4486,16.4,0.871189,Possible contaminants,124.72626159255009,-13.920716240238491,19.526175,17.934532,16.770561,17.153503,16.503988,http://cas.sdss.org/dr7/en/tools/explore/obj.asp?id=588017702933758146
