,objid,ra,dec,g-i,u-g,u-z,g-z,g-r,z-w1,z-w2,z-w3,z-w4,concentration_index,photo_z,frac_dev,host_galaxy,distance,axis_ratio,category,radius,magnitude,u_mag,g_mag,i_mag,r_mag,z_mag,w1,w2,w3,w4,link
10,1237661812812873761,187.6332446,12.49021469,1.23018,1.96878,3.52587,1.55709,0.80576,2.15555,2.08555,2.57555,3.80355,0.3468792706,0.005495,0.913231,NGC4486,16.4,0.9289402,Known galaxies,186.7105456,-18.03233924,15.81642,13.84764,12.61746,13.04188,12.29055,10.135,10.205,9.715,8.487,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661812812873761
11,1237661812812873762,187.6392846,12.49843481,0.85302,1.68729,2.69552,1.00823,0.57676,2.16584,2.33684,5.37784,8.76184,0.4137585732,0.089071,1.0,NGC4486,16.4,0.9134472,Known galaxies,43.5471792,-12.58390924,20.75436,19.06707,18.21405,18.49031,18.05884,15.893,15.722,12.681,9.297,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661812812873762
12,1237661816022499458,190.480562,11.66772085,1.17364,2.17913,3.70807,1.52894,0.80573,2.43789,2.51489,4.09589,7.34489,0.1657269006,0.083907,0.8899195,NGC4621,15.35,0.9995907,Known galaxies,30.81224996,-13.7514419,20.16396,17.98483,16.81119,17.1791,16.45589,14.018,13.941,12.36,9.111,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661816022499458
13,1237661971723518157,187.5508812,7.69647657,0.96326,1.33092,2.54891,1.21799,0.59799,2.12294,2.30694,6.07594,8.26194,0.4398897534,0.077159,0.00817857,NGC4472,17.14,0.5724411,Contaminant,254.3788092,-13.88111409,19.21785,17.88693,16.92367,17.28894,16.66894,14.546,14.362,10.593,8.407,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661971723518157
14,1237661971723387058,187.1454969,7.60346571,1.13888,1.49136,2.89251,1.40115,0.75137,2.26049,2.61449,6.07249,7.28549,0.3643345879,0.096643,0.8782528,NGC4472,17.14,0.7892724,Contaminant,149.1744024,-13.99078409,19.422,17.93064,16.79176,17.17927,16.52949,14.269,13.915,10.457,9.244,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661971723387058
15,1237661976011210903,186.9891162,7.803836203,1.32867,1.81493,3.46295,1.64802,0.89421,2.23714,2.28814,3.90414,7.56914,0.3780590361,0.087657,0.9686886,NGC4472,17.14,0.6166157,Contaminant,157.2178032,-13.93210409,19.94709,18.13216,16.80349,17.23795,16.48414,14.247,14.196,12.58,8.915,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661976011210903
16,1237661972260192480,187.0951293,8.001838113,1.06308,1.33727,2.6772,1.33993,0.71159,2.099,2.414,5.857,7.96,0.4983379232,0.096378,0.1545377,NGC4472,17.14,0.8741063,Contaminant,362.7705392,-14.11971409,19.0992,17.76193,16.69885,17.05034,16.422,14.323,14.008,10.565,8.462,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661972260192480
17,1237661976011276397,187.1367766,7.868985893,1.30365,1.8106,3.4403,1.6297,0.8956,2.09403,2.27703,3.75803,7.79003,0.3692106441,0.08308,0.9477055,NGC4472,17.14,0.8128121,Contaminant,178.7071763,-13.99992409,19.87633,18.06573,16.76208,17.17013,16.43603,14.342,14.159,12.678,8.646,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661976011276397
18,1237661972260192462,187.0728676,7.944254361,1.08794,1.53031,2.91635,1.38604,0.71427,2.16669,2.39169,5.24269,8.16869,0.4724335017,0.077728,0.0,NGC4472,17.14,0.3000026,Contaminant,297.5458266,-13.97059409,19.44404,17.91373,16.82579,17.19946,16.52769,14.361,14.136,11.285,8.359,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661972260192462
19,1237661976011210958,187.0731581,7.848579506,1.2924,1.8959,3.50075,1.60485,0.89564,2.21047,2.32547,4.54947,7.80147,0.3618026365,0.084744,1.0,NGC4472,17.14,0.9998315,Contaminant,126.5623143,-13.74737409,20.21422,18.31832,17.02592,17.42268,16.71347,14.503,14.388,12.164,8.912,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661976011210958
20,1237661972260126982,186.9535166,7.953797722,1.33006,2.01416,3.63607,1.62191,0.92697,2.14651,2.37951,4.48751,8.53951,0.3071409941,0.102191,1.0,NGC4472,17.14,0.9877661,Contaminant,127.7694654,-13.38360409,20.72758,18.71342,17.38336,17.78645,17.09151,14.945,14.712,12.604,8.552,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661972260126982
21,1237661972260257949,187.1967891,7.928753481,1.4958,2.01477,3.87606,1.86129,1.06787,2.322,2.594,4.179,7.54,0.2998443181,0.130027,1.0,NGC4472,17.14,0.7544068,Contaminant,159.0114689,-14.04563409,20.20706,18.19229,16.69649,17.12442,16.331,14.009,13.737,12.152,8.791,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661972260257949
22,1237661972260258009,187.2850857,7.913417842,1.48179,1.96543,3.80462,1.83919,1.08866,2.21607,2.40907,3.66007,6.92007,0.3215687363,0.137002,1.0,NGC4472,17.14,0.8794677,Contaminant,186.4172133,-14.33145409,19.89269,17.92726,16.44547,16.8386,16.08807,13.872,13.679,12.428,9.168,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661972260258009
23,1237661976011407478,187.4527912,7.795489513,1.40521,1.64696,3.36364,1.71668,0.96242,1.87766,2.12066,5.05366,7.64766,0.4013272618,0.14341,0.4576048,NGC4472,17.14,0.6242446,Contaminant,361.6055792,-14.33713409,19.4423,17.79534,16.39013,16.83292,16.07866,14.201,13.958,11.025,8.431,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661976011407478
24,1237661976011342150,187.3590368,7.87405699,1.37607,1.68939,3.34759,1.6582,0.90362,2.27377,2.55477,5.13877,8.37477,0.4679901498,0.126527,0.04333929,NGC4472,17.14,0.5375777,Contaminant,294.8378658,-13.63670409,20.12636,18.43697,17.0609,17.53335,16.77877,14.505,14.224,11.64,8.404,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661976011342150
25,1237654786779840680,187.4133685,8.041403201,1.57848,1.34648,3.22143,1.87495,1.12589,2.38113,2.59413,5.16113,7.66013,0.4593948636,0.209003,0.7170414,NGC4472,17.14,0.5753962,Contaminant,343.847204,-13.95386409,19.68856,18.34208,16.7636,17.21619,16.46713,14.086,13.873,11.306,8.807,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237654786779840680
26,1237654786779840740,187.3102147,7.930404444,1.20598,1.26043,2.67888,1.41845,0.82027,2.43162,2.70162,5.84362,8.30662,0.4916324234,0.167361,0.02927627,NGC4472,17.14,0.7950657,Contaminant,174.4005627,-13.42525409,19.8255,18.56507,17.35909,17.7448,17.14662,14.715,14.445,11.303,8.84,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237654786779840740
27,1237661976011538592,187.7753693,7.761157656,1.28075,1.72387,3.29601,1.57214,0.87265,1.78258,1.82858,3.96158,6.70058,0.4280359146,0.081211,0.6253297,NGC4472,17.14,0.7081943,Contaminant,438.3866357,-15.19198409,18.57459,16.85072,15.56997,15.97807,15.27858,13.496,13.45,11.317,8.578,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661976011538592
28,1237661972260454588,187.7092522,8.035107156,1.40164,1.87152,3.58088,1.70936,0.95541,2.03519,2.14119,3.88319,6.64519,0.3103972905,0.093492,1.0,NGC4472,17.14,0.7355506,Contaminant,246.685354,-14.68691409,19.31007,17.43855,16.03691,16.48314,15.72919,13.694,13.588,11.846,9.084,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661972260454588
29,1237661972260454574,187.7045374,8.039176382,1.40813,1.93431,3.66743,1.73312,0.97881,2.10454,2.28654,3.78354,6.78554,0.3167532495,0.10106,0.9586726,NGC4472,17.14,0.5271353,Contaminant,278.3001102,-14.51720409,19.56597,17.63166,16.22353,16.65285,15.89854,13.794,13.612,12.115,9.113,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661972260454574
30,1237661976011538573,187.7548185,7.894574708,1.19451,1.46648,2.98715,1.52067,0.75571,2.35625,2.57225,5.95025,7.74825,0.3832657172,0.08909,0.2030798,NGC4472,17.14,0.2571454,Contaminant,348.9252504,-13.80084409,19.5914,18.12492,16.93041,17.36921,16.60425,14.248,14.032,10.654,8.856,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661976011538573
31,1237661976011473068,187.7211713,7.8033672,1.18738,2.06942,3.51612,1.4467,0.77504,2.43787,2.68587,5.66987,8.44887,0.3833575463,0.089058,0.4742602,NGC4472,17.14,0.5688665,Contaminant,208.79245,-13.70952409,20.30499,18.23557,17.04819,17.46053,16.78887,14.351,14.103,11.119,8.34,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661976011473068
32,1237661976011538555,187.734576,7.764670057,1.26683,1.84036,3.46208,1.62172,0.84922,1.95057,2.22257,4.50657,7.47857,0.3629828033,0.078387,1.0,NGC4472,17.14,0.8238168,Contaminant,204.5500731,-13.99598409,19.86365,18.02329,16.75646,17.17407,16.40157,14.451,14.179,11.895,8.923,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661976011538555
33,1237661972260454583,187.7058006,8.014921839,1.0968,1.3449,2.68747,1.34257,0.69981,2.45225,2.70725,5.47325,8.10625,0.4347114969,0.116856,0.3392288,NGC4472,17.14,0.9814876,Contaminant,107.4589434,-13.31104409,19.90372,18.55882,17.46202,17.85901,17.21625,14.764,14.509,11.743,9.11,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661972260454583
34,1237661976011473016,187.6408898,7.77500299,1.16507,1.42324,2.85401,1.43077,0.77421,2.13411,2.39311,5.23211,8.44511,0.5118749189,0.121537,0.0,NGC4472,17.14,0.8663219,Contaminant,188.0874643,-13.57938409,19.78812,18.36488,17.19981,17.59067,16.93411,14.8,14.541,11.702,8.489,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661976011473016
35,1237661976011538561,187.7462845,7.790090427,0.90315,1.17589,2.28511,1.10922,0.54896,2.08326,2.33326,5.93726,8.52826,0.4975224316,0.09207,0.0,NGC4472,17.14,0.4669966,Contaminant,267.1206673,-13.59253409,19.30237,18.12648,17.22333,17.57752,17.01726,14.934,14.684,11.08,8.489,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661976011538561
36,1237661976011538619,187.7983895,7.761751028,1.49131,1.99206,3.85232,1.86026,1.00968,1.85274,1.93474,3.17974,6.22774,0.3201053815,0.083506,1.0,NGC4472,17.14,0.8633832,Contaminant,482.1368988,-15.79273409,18.37906,16.387,14.89569,15.37732,14.52674,12.674,12.592,11.347,8.299,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661976011538619
37,1237661976011538650,187.8213755,7.80070717,1.46233,1.8262,3.69204,1.86584,0.95926,2.11523,2.29923,4.90623,8.29523,0.4128286887,0.090617,0.1160746,NGC4472,17.14,0.1999804,Contaminant,432.9075128,-14.12624409,19.82927,18.00307,16.54074,17.04381,16.13723,14.022,13.838,11.231,7.842,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661976011538650
38,1237661976011538620,187.8095295,7.758362122,1.3546,1.98084,3.65756,1.67672,0.93334,2.70495,2.86895,4.90295,8.23195,0.4823253498,0.089698,0.5734242,NGC4472,17.14,0.7390357,Contaminant,81.67653567,-13.86772409,20.21651,18.23567,16.88107,17.30233,16.55895,13.854,13.69,11.656,8.327,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661976011538620
39,1237661972260585711,187.9342212,7.960118996,1.20322,1.76828,3.25475,1.48647,0.83312,1.91684,2.04084,3.96884,7.01884,0.3339699702,0.066393,0.9519038,NGC4472,17.14,0.7568765,Contaminant,231.8979147,-14.66586409,19.10559,17.33731,16.13409,16.50419,15.85084,13.934,13.81,11.882,8.832,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661972260585711
40,1237661976011538679,187.8582299,7.890707907,1.37231,2.15165,3.89881,1.74716,0.93037,2.25204,2.27204,5.08504,7.89604,0.3425277836,0.091069,1.0,NGC4472,17.14,0.7967009,Contaminant,106.5963332,-13.61222409,20.63985,18.4882,17.11589,17.55783,16.74104,14.489,14.469,11.656,8.845,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661976011538679
41,1237661976011538736,187.8321715,7.74126756,1.23348,1.66505,3.18681,1.52176,0.84283,2.32041,2.59541,5.13741,8.19841,0.4460676773,0.085375,0.3915153,NGC4472,17.14,0.7213208,Contaminant,267.912765,-13.31871409,20.35922,18.69417,17.46069,17.85134,17.17241,14.852,14.577,12.035,8.974,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661976011538736
42,1237661976548409454,187.7904633,8.323305909,1.12902,1.62895,3.04244,1.41349,0.75215,1.77441,1.99241,5.04941,7.32241,0.3840057358,0.062978,0.6500498,NGC4472,17.14,0.5271731,Contaminant,414.1563215,-14.66730409,18.88385,17.2549,16.12588,16.50275,15.84141,14.067,13.849,10.792,8.519,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661976548409454
43,1237654786780037303,187.8759655,8.110160457,1.25833,2.09016,3.66256,1.5724,0.85931,2.01178,2.28178,5.05078,8.14478,0.4620900681,0.067585,0.1782363,NGC4472,17.14,0.5483333,Contaminant,445.2179016,-14.49918409,19.62034,17.53018,16.27185,16.67087,15.95778,13.946,13.676,10.907,7.813,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237654786780037303
44,1237661976548409482,187.8344827,8.178267624,1.5216,1.81423,3.6882,1.87397,1.07982,2.11075,2.35275,4.21875,7.03075,0.4275970729,0.140798,0.7058926,NGC4472,17.14,0.8461684,Contaminant,228.9995307,-14.28815409,19.77595,17.96172,16.44012,16.8819,16.08775,13.977,13.735,11.869,9.057,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661976548409482
45,1237661972260454534,187.6555332,8.061059053,1.31002,1.7534,3.39407,1.64067,0.87105,2.04676,2.24976,5.13376,7.38976,0.3617298708,0.082344,0.6595826,NGC4472,17.14,0.4240511,Contaminant,377.350264,-14.68367409,19.11083,17.35743,16.04741,16.48638,15.71676,13.67,13.467,10.583,8.327,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661972260454534
46,1237661972260454544,187.6770089,8.058176255,1.0353,1.38411,2.6511,1.26699,0.68997,1.47315,1.67415,5.16415,6.62115,0.4273776481,0.063034,0.6068661,NGC4472,17.14,0.8467637,Contaminant,487.7175351,-14.99988409,18.24425,16.86014,15.82484,16.17017,15.59315,14.12,13.919,10.429,8.972,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661972260454544
47,1237661976548212911,187.3411043,8.289229277,1.21466,1.17051,2.65642,1.48591,0.7695,2.41136,2.82636,5.99436,7.93936,0.3297903858,0.166585,1.0,NGC4472,17.14,0.9213564,Contaminant,161.5075385,-13.58928409,19.52078,18.35027,17.13561,17.58077,16.86436,14.453,14.038,10.87,8.925,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661976548212911
48,1237661976548212937,187.39942,8.317945058,1.2077,1.70626,3.18764,1.48138,0.80888,2.27941,2.35041,4.38441,7.69741,0.4052434126,0.077678,0.9125907,NGC4472,17.14,0.6359317,Contaminant,75.9611411,-13.77014409,19.91505,18.20879,17.00109,17.39991,16.72741,14.448,14.377,12.343,9.03,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661976548212937
49,1237661976548278369,187.4350424,8.238146498,1.24105,1.55086,3.08344,1.53258,0.80972,2.35326,2.54726,6.09326,8.94626,0.4402173846,0.107417,0.236471,NGC4472,17.14,0.6269805,Contaminant,214.498213,-13.42193409,20.1087,18.55784,17.31679,17.74812,17.02526,14.672,14.478,10.932,8.079,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661976548278369
50,1237661976548147398,187.1793819,8.262896031,1.21238,1.72291,3.24975,1.52684,0.82831,1.6623,2.0483,4.9293,7.5053,0.4861438973,0.074125,0.4511117,NGC4472,17.14,0.7606554,Contaminant,305.9273139,-13.82022409,19.90105,18.17814,16.96576,17.34983,16.6513,14.989,14.603,11.722,9.146,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661976548147398
51,1237654786779840677,187.3700814,8.066444178,1.53634,1.76396,3.64431,1.88035,1.09609,2.17212,2.28412,3.91512,7.67212,0.4032792809,0.150372,0.6785595,NGC4472,17.14,0.8630234,Contaminant,209.4887399,-14.13767409,19.89243,18.12847,16.59213,17.03238,16.24812,14.076,13.964,12.333,8.576,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237654786779840677
52,1237661976548081858,187.1039444,8.270572482,1.25589,1.66575,3.24846,1.58271,0.85276,2.29629,2.48629,5.37229,7.90229,0.3691222766,0.084658,0.9031222,NGC4472,17.14,0.617527,Contaminant,158.7989928,-14.18281409,19.50575,17.84,16.58411,16.98724,16.25729,13.961,13.771,10.885,8.355,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661976548081858
53,1237661976548081848,187.0984388,8.197006151,1.23898,1.75221,3.30603,1.55382,0.85161,1.9012,2.0622,4.6812,7.3812,0.3390971945,0.06839,1.0,NGC4472,17.14,0.5068599,Contaminant,313.6831935,-14.26464409,19.50923,17.75702,16.51804,16.90541,16.2032,14.302,14.141,11.522,8.822,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661976548081848
54,1237661976548278402,187.4679634,8.329603818,0.936,1.22865,2.4674,1.23875,0.58484,1.68052,1.86152,5.54852,7.56952,0.3638926597,0.035264,0.2892822,NGC4472,17.14,0.2889621,Contaminant,546.431866,-15.17962409,17.80392,16.57527,15.63927,15.99043,15.33652,13.656,13.475,9.788,7.767,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661976548278402
55,1237661972797260042,187.5812855,8.340104138,1.33828,2.16838,3.78871,1.62033,0.92906,1.96567,2.17767,3.67967,6.98267,0.4203568074,0.086039,0.9152773,NGC4472,17.14,0.6601889,Contaminant,365.9686467,-14.71211409,19.55538,17.387,16.04872,16.45794,15.76667,13.801,13.589,12.087,8.784,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661972797260042
56,1237661972797194421,187.413264,8.427362228,1.39217,1.56647,3.33484,1.76837,0.9224,2.11223,2.43623,5.67323,7.68823,0.3773385768,0.124265,0.5677381,NGC4472,17.14,0.2311333,Contaminant,560.1362019,-14.06385409,19.59507,18.0286,16.63643,17.1062,16.26023,14.148,13.824,10.587,8.572,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661972797194421
57,1237661972797325583,187.6162692,8.437517116,1.32996,1.73335,3.35367,1.62032,0.91994,2.14451,2.30251,4.46451,7.86751,0.3944332894,0.118028,0.8984545,NGC4472,17.14,0.6672331,Contaminant,220.0032473,-14.12216409,19.70118,17.96783,16.63787,17.04789,16.34751,14.203,14.045,11.883,8.48,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661972797325583
58,1237661972797194390,187.3705912,8.486219663,1.48792,1.79941,3.61129,1.81188,1.0585,2.48727,2.64327,4.54927,7.95527,0.3759992098,0.1466,0.9574261,NGC4472,17.14,0.5709541,Contaminant,111.2148334,-13.44440409,20.58356,18.78415,17.29623,17.72565,16.97227,14.485,14.329,12.423,9.017,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661972797194390
59,1237661972797259928,187.4582213,8.395154543,1.36381,2.02594,3.69567,1.66973,0.86962,2.48966,2.84366,5.78266,8.33466,0.4662991772,0.11195,0.0,NGC4472,17.14,0.3058645,Contaminant,261.9078222,-13.43528409,20.63033,18.60439,17.24058,17.73477,16.93466,14.445,14.091,11.152,8.6,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661972797259928
60,1237661972797260060,187.4786821,8.425669953,0.90556,1.17185,2.28644,1.11459,0.55841,1.61061,1.59161,4.90061,8.18261,0.5173802657,0.087876,0.1168014,NGC4472,17.14,0.7431808,Contaminant,448.3072565,-13.88626409,19.01405,17.8422,16.93664,17.28379,16.72761,15.117,15.136,11.827,8.545,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661972797260060
61,1237661972797194413,187.4104245,8.36442202,0.84655,1.24002,2.29676,1.05674,0.5597,1.59791,1.83691,4.53591,7.37591,0.4482466542,0.047145,0.0,NGC4472,17.14,0.7436583,Contaminant,340.0620244,-14.26110409,18.70867,17.46865,16.6221,16.90895,16.41191,14.814,14.575,11.876,9.036,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661972797194413
62,1237661972797194364,187.3243491,8.432807405,1.15119,1.41322,2.81692,1.4037,0.78687,2.42976,2.54676,5.27576,8.20376,0.3917922202,0.138959,0.87854,NGC4472,17.14,0.7251705,Contaminant,52.94314245,-13.40046409,19.96968,18.55646,17.40527,17.76959,17.15276,14.723,14.606,11.877,8.949,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661972797194364
63,1237661972797325625,187.7003307,8.331830886,1.19604,1.60388,3.077,1.47312,0.81555,2.35903,2.30903,4.52803,7.57303,0.3875859941,0.086261,0.8739138,NGC4472,17.14,0.5743502,Contaminant,94.38757757,-13.66845409,19.92103,18.31715,17.12111,17.5016,16.84403,14.485,14.535,12.316,9.271,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661972797325625
64,1237655126083174663,184.854987,5.565750772,0.98658,1.28563,2.50941,1.22378,0.61019,2.24969,2.49969,5.91869,8.38669,0.4459963279,0.083429,0.09474662,NGC4261,29.4,0.8073888,Contaminant,318.8215705,-14.90245665,19.3351,18.04947,17.06289,17.43928,16.82569,14.576,14.326,10.907,8.439,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237655126083174663
65,1237655126083174699,184.9074535,5.588312166,0.79713,1.19849,2.1893,0.99081,0.47643,2.02384,2.34084,5.72684,8.14984,0.4453462962,0.070716,0.2722156,NGC4261,29.4,0.8409356,Contaminant,600.295511,-15.03251665,18.98414,17.78565,16.98852,17.30922,16.79484,14.771,14.454,11.068,8.645,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237655126083174699
66,1237654606410219580,184.6440233,5.741051351,1.3992,1.97578,3.7232,1.74742,0.95039,1.98489,2.05689,3.42789,6.07689,0.3578363223,0.0771,0.8880926,NGC4261,29.4,0.6413839,Contaminant,744.5092362,-16.79981665,18.46809,16.49231,15.09311,15.54192,14.74489,12.76,12.688,11.317,8.668,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237654606410219580
