objid,ra,dec,g-i,u-g,u-z,g-z,g-r,z-w1,z-w2,z-w3,z-w4,concentration_index,photo_z,frac_dev,host_galaxy,distance,axis_ratio,category,radius,magnitude,u_mag,g_mag,i_mag,r_mag,z_mag,w1,w2,w3,w4,link
1237654879127798103,218.092079855031,3.24653024016731,1.3027100000000011,2.0109700000000004,3.6213300000000004,1.61036,0.8887300000000025,2.3561700000000005,2.630170000000001,4.900170000000001,8.48417,0.4135090066091902,0.10687,0.7490013,IC1024,24.2,0.9341861,Possible compact galaxies,93.45176440783206,-13.310276829902158,21.5085,19.49753,18.19482,18.6088,17.88717,15.531,15.257,12.987,9.403,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237654879127798103
1237678906791755943,21.33600277942,9.61932925869436,1.256730000000001,2.008140000000001,3.5158500000000004,1.5077099999999994,0.8502399999999994,2.11116,2.2611600000000003,4.61516,8.50116,0.4075060391334908,0.07759,0.8226224,NGC0524,23.3,0.9378728,Possible compact galaxies,213.77676670069127,-14.081149605130094,20.61401,18.60587,17.34914,17.75563,17.09816,14.987,14.837,12.483,8.597,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237678906791755943
1237679479091953676,27.2704139549003,22.0429018388376,0.87852,1.3838200000000018,2.350270000000002,0.96645,0.6888899999999989,1.34661,1.31161,1.42361,5.05161,0.4549000890424516,0.034553,1.0,NGC0680,37.5,0.7998572,Possible compact galaxies,51.88472985148746,-18.154986338638597,16.78788,15.40406,14.52554,14.71517,14.43761,13.091,13.126,13.014,9.386,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237679479091953676
1237679461366825571,29.7946169859517,18.9709717664651,1.3629800000000003,2.3204400000000014,3.9974600000000002,1.6770199999999988,0.9584299999999999,2.313749999999999,2.530750000000001,5.9197500000000005,9.23375,0.3894635694956201,0.136816,0.7559853,NGC0770,36.7,0.8387039,Possible compact galaxies,178.53016156121373,-13.43799032126045,22.66421,20.34377,18.98079,19.38534,18.66675,16.353,16.136,12.747,9.433,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237679461366825571
1237660343387684936,119.048519482181,23.6546647815696,0.8534399999999991,1.4604999999999997,2.440199999999999,0.9796999999999993,0.6642299999999999,1.4313900000000004,1.3893900000000006,3.3193900000000003,6.39739,0.1480386133071178,0.016482,1.0,NGC2481,32.0,0.9338555,Possible compact galaxies,10.0177384479476,-16.687889891599532,17.96259,16.50209,15.64865,15.83786,15.52239,14.091,14.133,12.203,9.125,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237660343387684936
1237663788495143014,124.740571385297,58.2627221364065,1.4944800000000011,1.5617199999999993,3.34244,1.7807200000000005,0.78416,1.7361199999999997,1.8241200000000009,2.8421199999999995,4.42112,0.477557384356624,0.02444,0.7046224,NGC2549,12.3,0.9224209,Possible compact galaxies,611.0565813216771,-15.922845557196991,16.87256,15.31084,13.81636,14.52668,13.53012,11.794,11.706,10.688,9.109,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237663788495143014
1237661086957502757,126.582839760501,25.8134279144477,1.4295899999999975,1.8333700000000022,3.6102500000000006,1.7768799999999985,1.0047800000000002,2.56236,2.820360000000001,4.64236,8.11536,0.4031610281188011,0.119638,0.7406598,NGC2592,25.0,0.8900704,Possible compact galaxies,109.5716436985195,-14.04324004336019,20.78461,18.95124,17.52165,17.94646,17.17436,14.612,14.354,12.532,9.059,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661086957502757
1237661125612535959,126.625572931445,26.0331157879363,1.3809900000000006,1.9188800000000015,3.70862,1.7897399999999983,0.9943300000000015,2.644680000000001,2.852680000000001,5.478680000000001,9.13168,0.4391452535946343,0.115257,0.8491694,NGC2592,25.0,0.8289903,Possible compact galaxies,71.09046537387384,-13.380610043360187,21.5223,19.60342,18.22243,18.60909,17.81368,15.169,14.961,12.335,8.682,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237661125612535959
1237663546905854114,133.951815022885,59.0957066799087,1.4747999999999983,2.0139500000000012,3.838560000000001,1.8246099999999998,1.0348100000000002,2.349119999999999,2.43712,3.330119999999999,5.994119999999999,0.3526210584471633,0.111736,0.7398473,NGC2685,16.7,0.9940211,Possible compact galaxies,156.09157270160125,-14.97166235573792,19.19068,17.17673,15.70193,16.14192,15.35212,13.003,12.915,12.022,9.358,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237663546905854114
1237663529725984966,134.418392338018,59.0306560364364,1.4112399999999994,2.0897900000000007,3.827490000000001,1.7377000000000002,0.9819499999999977,2.365979999999998,2.185979999999999,5.022979999999999,8.151979999999998,0.4514840795284912,0.1147,0.6970621,NGC2685,16.7,0.722728,Possible compact galaxies,75.47853227520012,-12.850852355737915,21.33447,19.24468,17.83344,18.26273,17.50698,15.141,15.321,12.484,9.355,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237663529725984966
1237651274038771925,138.398184646718,60.303338905165,1.4944000000000024,2.1096799999999973,3.9702699999999993,1.860590000000002,1.03397,2.6127400000000005,2.711739999999999,3.83474,7.02774,0.3762866022857287,0.112455,1.0,NGC2768,21.8,0.9816488,Possible compact galaxies,150.28839948034704,-14.475922468023022,20.36001,18.25033,16.75593,17.21636,16.38974,13.777,13.678,12.555,9.362,http://skyserver.sdss.org/dr16/en/tools/explore/Summary.aspx?id=1237651274038771925
